English Word	Emotion	Emotion-Intensity-Score	Lao Word
engaged	anticipation	0.641	ມີສ່ວນພົວພັນ
anxious	anticipation	0.641	ກະວົນກະວາຍ
hype	anticipation	0.641	hype
spectacular	anticipation	0.641	ປະທັບໃຈ
award	anticipation	0.641	ລາງວັນ
prepare	anticipation	0.633	ກະກຽມ
coming	anticipation	0.633	ມາ
graduation	anticipation	0.633	ຮຽນຈົບ
destiny	anticipation	0.633	ຈຸດຫມາຍປາຍທາງ
miracle	anticipation	0.633	ມະ​ຫັດ​ສະ​ຈັນ
beware	anticipation	0.633	ລະວັງ
succeed	anticipation	0.633	ສໍາເລັດ
passionate	anticipation	0.633	ກະຕືລືລົ້ນ
birthday	anticipation	0.633	ວັນເດືອນປີເກີດ
passion	anticipation	0.633	passion
ominous	anticipation	0.633	ominous
captivate	anticipation	0.633	ຈັບໃຈ
vision	anticipation	0.633	ວິໄສທັດ
delight	anticipation	0.633	ຄວາມ​ສຸກ
curious	anticipation	0.633	ຢາກຮູ້ຢາກເຫັນ
firstborn	anticipation	0.633	ລູກຫົວປີ
await	anticipation	0.633	ລໍຖ້າ
triumphant	anticipation	0.625	ໄຊຊະນະ
escape	anticipation	0.625	ຫນີ
optimism	anticipation	0.625	ແງ່ດີ
retirement	anticipation	0.625	ເງິນບໍານານ
foresee	anticipation	0.625	ຄາດ​ຄະ​ເນ
inspiration	anticipation	0.625	ແຮງບັນດານໃຈ
ripen	anticipation	0.625	ສຸກ
gift	anticipation	0.625	ຂອງຂວັນ
revival	anticipation	0.625	ການຟື້ນຟູ
lust	anticipation	0.625	ຄວາມມັກ
risky	anticipation	0.617	ສ່ຽງ
foreboding	anticipation	0.617	foreboding
bloom	anticipation	0.617	ເບີກບານ
verge	anticipation	0.617	ປາຍ
embrace	anticipation	0.617	ກອດ
destined	anticipation	0.617	ຈຸດຫມາຍປາຍທາງ
surprisingly	anticipation	0.617	ປະຫລາດໃຈ
ambition	anticipation	0.617	ຄວາມທະເຍີທະຍານ
simmering	anticipation	0.617	ຕົ້ມ
enchanting	anticipation	0.617	ມີ​ສະ​ເໜ່
foresight	anticipation	0.617	ມອງຂ້າມ
lookout	anticipation	0.609	ເຝົ້າລະວັງ
anxiety	anticipation	0.609	ຄວາມກັງວົນ
forecast	anticipation	0.609	ຄາດ​ຄະ​ເນ​
seductive	anticipation	0.609	ຊັກຊວນ
bonus	anticipation	0.609	ໂບນັດ
succeeding	anticipation	0.609	ສໍາເລັດ
matrimony	anticipation	0.609	ການແຕ່ງງານ
magical	anticipation	0.609	ມະຫັດສະຈັນ
alerts	anticipation	0.609	ແຈ້ງເຕືອນ
winner	anticipation	0.602	ຜູ້ຊະນະ
applicant	anticipation	0.602	ຜູ້ສະຫມັກ
fulfillment	anticipation	0.602	ຄວາມສຳເລັດ
deserve	anticipation	0.602	ສົມຄວນ
inspire	anticipation	0.602	ດົນໃຈ
foreseen	anticipation	0.602	ຄາດ​ຫວັງ
intended	anticipation	0.602	ຈຸດປະສົງ
boomerang	anticipation	0.602	boomerang
picnic	anticipation	0.602	ກິນເຂົ້າປ່າ
longing	anticipation	0.602	ຄວາມປາຖະໜາ
revenge	anticipation	0.602	ແກ້ແຄ້ນ
success	anticipation	0.602	ຄວາມ​ສໍາ​ເລັດ
diagnosis	anticipation	0.602	ການວິນິດໄສ
visionary	anticipation	0.602	ວິໄສທັດ
prophetic	anticipation	0.602	ສາດສະດາ
entertaining	anticipation	0.602	ບັນເທີງ
nervous	anticipation	0.602	ປະສາດ
illuminate	anticipation	0.594	ສ່ອງແສງ
accelerate	anticipation	0.594	ເລັ່ງ
advent	anticipation	0.594	ມາເຖິງ
romance	anticipation	0.594	ຄວາມໂລແມນຕິກ
result	anticipation	0.594	ຜົນໄດ້ຮັບ
arrive	anticipation	0.594	ມາຮອດ
momentum	anticipation	0.594	ຈັງຫວະ
buzz	anticipation	0.594	buzz
rekindle	anticipation	0.594	ລຸກຄືນ
preparedness	anticipation	0.594	ຄວາມ​ພ້ອມ
acquiring	anticipation	0.594	ໄດ້ມາ
luck	anticipation	0.594	ໂຊກ
marry	anticipation	0.594	ແຕ່ງງານ
predict	anticipation	0.589	ຄາດ
money	anticipation	0.586	ເງິນ
auspices	anticipation	0.586	ອຸປະຖໍາ
uplift	anticipation	0.586	ຍົກ
fiesta	anticipation	0.586	ເຟສຕາ
enjoying	anticipation	0.586	ມີຄວາມສຸກ
preparation	anticipation	0.586	ການກະກຽມ
raffle	anticipation	0.586	ການຈັບສະຫລາກ
investigation	anticipation	0.586	ການສືບສວນ
progression	anticipation	0.586	ຄວາມຄືບໜ້າ
overdue	anticipation	0.586	ເກີນກຳນົດ
crave	anticipation	0.586	ຄວາມຢາກ
impatient	anticipation	0.586	ອົດທົນ
enthusiast	anticipation	0.586	ກະຕືລືລົ້ນ
flirt	anticipation	0.586	flirt
seek	anticipation	0.586	ສະແຫວງຫາ
sequel	anticipation	0.586	ພາກຕໍ່
presumption	anticipation	0.586	ສົມມຸດຕິຖານ
delightful	anticipation	0.586	ດີໃຈ
gambling	anticipation	0.586	ການພະນັນ
immerse	anticipation	0.586	immerse
endeavor	anticipation	0.586	ຄວາມພະຍາຍາມ
experiment	anticipation	0.580	ການທົດລອງ
enjoy	anticipation	0.578	ມ່ວນ
completing	anticipation	0.578	ສໍາເລັດ
clamor	anticipation	0.578	ສຽງດັງ
angling	anticipation	0.578	ການລ່ອງເຮືອ
majestic	anticipation	0.578	ສະຫງ່າງາມ
divination	anticipation	0.578	ທຳນາຍ
transcendence	anticipation	0.578	ປັນຍາ
thriving	anticipation	0.578	ຈະເລີນຮຸ່ງເຮືອງ
excavation	anticipation	0.578	ການຂຸດຄົ້ນ
thirst	anticipation	0.578	ຫິວນ້ຳ
remedy	anticipation	0.578	ວິທີແກ້ໄຂ
harvest	anticipation	0.578	ການເກັບກ່ຽວ
risk	anticipation	0.578	ຄວາມສ່ຽງ
healing	anticipation	0.578	ການປິ່ນປົວ
heavenly	anticipation	0.578	ສະຫວັນ
inviting	anticipation	0.578	ເຊີນ
precarious	anticipation	0.578	ລ່ວງ​ລ້ຳ
attainable	anticipation	0.578	ບັນລຸໄດ້
blessing	anticipation	0.578	ພອນ
prosper	anticipation	0.578	ຈະເລີນຮຸ່ງເຮືອງ
tease	anticipation	0.570	ຢອກ
plan	anticipation	0.570	ແຜນການ
sweetheart	anticipation	0.570	ທີ່ຮັກ
zest	anticipation	0.570	zest
magnificence	anticipation	0.570	ຄວາມງົດງາມ
ultimate	anticipation	0.570	ສຸດຍອດ
emancipation	anticipation	0.570	ການປົດປ່ອຍ
restlessness	anticipation	0.570	ຄວາມກະວົນກະວາຍ
finally	anticipation	0.570	ສຸດທ້າຍ
intimate	anticipation	0.570	ໃກ້ຊິດ
omen	anticipation	0.570	ໄພ່ພົນ
matchmaker	anticipation	0.570	ຜູ້ຈັບຄູ່
gambler	anticipation	0.570	ນັກພະນັນ
prospectively	anticipation	0.570	ໃນອະນາຄົດ
dare	anticipation	0.570	ກ້າ
warned	anticipation	0.570	ເຕືອນ
invite	anticipation	0.570	ເຊີນ
mysterious	anticipation	0.562	ຄວາມລຶກລັບ
accolade	anticipation	0.562	ລາງວັນ
lover	anticipation	0.562	ຄົນຮັກ
expose	anticipation	0.562	ເປີດເຜີຍ
enchant	anticipation	0.562	enchant
attempt	anticipation	0.562	ຄວາມພະຍາຍາມ
festival	anticipation	0.562	ງານບຸນ
exalt	anticipation	0.562	ສູງສົ່ງ
rejoice	anticipation	0.562	ປິຕິຍິນດີ
independence	anticipation	0.562	ເອ​ກະ​ລາດ
expected	anticipation	0.562	ຄາດ
fanfare	anticipation	0.562	ພັດລົມ
immortality	anticipation	0.562	ອະມະຕະ
quicken	anticipation	0.562	ເລັ່ງ
parade	anticipation	0.562	ຂະບວນແຫ່
fun	anticipation	0.562	ມ່ວນ
predilection	anticipation	0.562	ການລ່ວງລະເມີດ
champion	anticipation	0.562	ແຊ້ມ
forewarned	anticipation	0.562	ເຕືອນລ່ວງໜ້າ
hypothesis	anticipation	0.562	ສົມມຸດຕິຖານ
trophy	anticipation	0.562	ລາງວັນ
shopping	anticipation	0.555	ຊື້ເຄື່ອງ
salvation	anticipation	0.555	ຄວາມລອດ
feeling	anticipation	0.555	ຄວາມຮູ້ສຶກ
speculative	anticipation	0.555	ການຄາດເດົາ
oracle	anticipation	0.555	oracle
heroism	anticipation	0.555	ວິລະຊົນ
boisterous	anticipation	0.555	ຂີ້ຄ້ານ
grasping	anticipation	0.555	ຈັບມື
uneasiness	anticipation	0.555	ຄວາມບໍ່ສະບາຍ
curiosity	anticipation	0.555	ຄວາມຢາກຮູ້ຢາກເຫັນ
happy	anticipation	0.555	ມີຄວາມສຸກ
rejoicing	anticipation	0.555	ປິຕິຍິນດີ
fate	anticipation	0.555	ຊະຕາກໍາ
liberty	anticipation	0.555	ເສລີພາບ
unfold	anticipation	0.555	ເປີດເຜີຍ
amour	anticipation	0.555	ຮັກແພງ
lovely	anticipation	0.555	ໜ້າຮັກ
splendor	anticipation	0.555	ຄວາມງົດງາມ
grow	anticipation	0.555	ເຕີບໃຫຍ່
glimmer	anticipation	0.547	glimmer
incite	anticipation	0.547	ກະຕຸ້ນ
abundance	anticipation	0.547	ຄວາມອຸດົມສົມບູນ
resultant	anticipation	0.547	ຜົນໄດ້ຮັບ
probability	anticipation	0.547	ຄວາມເປັນໄປໄດ້
recreational	anticipation	0.547	ພັກຜ່ອນ
glory	anticipation	0.547	ລັດສະຫມີພາບ
agape	anticipation	0.547	ຕົກໃຈ
delighted	anticipation	0.547	ດີໃຈ
changeable	anticipation	0.547	ປ່ຽນແປງໄດ້
convergence	anticipation	0.547	ການໂຮມ
bountiful	anticipation	0.547	ອຸດົມສົມບູນ
warn	anticipation	0.547	ເຕືອນ
monetary	anticipation	0.547	ການເງິນ
sorcery	anticipation	0.547	ຜີສາດ
morrow	anticipation	0.547	ມື້ອື່ນ
apprehensive	anticipation	0.547	ເປັນຫ່ວງ
hungry	anticipation	0.547	ຫິວ
vote	anticipation	0.547	ລົງຄະແນນສຽງ
suspicious	anticipation	0.547	ສົງໃສ
pray	anticipation	0.547	ອະທິຖານ
leisure	anticipation	0.547	ພັກຜ່ອນ
hunting	anticipation	0.539	ການລ່າສັດ
sensual	anticipation	0.539	ຄວາມຮູ້ສຶກ
tempest	anticipation	0.539	ລົມພາຍຸ
auction	anticipation	0.539	ການປະມູນ
ballot	anticipation	0.539	ລົງຄະແນນສຽງ
grandchildren	anticipation	0.539	ຫລານ
hankering	anticipation	0.539	ແຮກເກີ
entertainment	anticipation	0.539	ບັນເທີງ
merge	anticipation	0.539	ຮວມ
exceed	anticipation	0.539	ເກີນ
vindication	anticipation	0.539	ການພິສູດ
blessings	anticipation	0.539	ພອນ
inquiry	anticipation	0.539	ການສອບຖາມ
bounty	anticipation	0.539	ເງິນລາງວັນ
worrying	anticipation	0.539	ເປັນຫ່ວງ
contingent	anticipation	0.539	ກ່ຽວຂ້ອງ
glad	anticipation	0.536	ດີໃຈ
harbinger	anticipation	0.531	harbinger
magnificent	anticipation	0.531	ງົດງາມ
virginity	anticipation	0.531	ພົມມະຈັນ
stealthy	anticipation	0.531	ລັກລອບ
appeal	anticipation	0.531	ການອຸທອນ
forming	anticipation	0.531	ກອບເປັນຈໍານວນ
celestial	anticipation	0.531	ຊັ້ນສູງ
raving	anticipation	0.531	ລົມແຮງ
deliverance	anticipation	0.531	ການປົດປ່ອຍ
feat	anticipation	0.531	feat
cheer	anticipation	0.531	ເບີກບານ
responsive	anticipation	0.531	ຕອບສະໜອງ
hurried	anticipation	0.531	ຮີບຮ້ອນ
betrothed	anticipation	0.531	ແຕ່ງງານແລ້ວ
overthrow	anticipation	0.531	ໂຄ່ນລົ້ມ
spirits	anticipation	0.531	ວິນຍານ
dread	anticipation	0.531	ຢ້ານ
visitor	anticipation	0.531	ນັກທ່ອງທ່ຽວ
wait	anticipation	0.523	ລໍຖ້າ
revive	anticipation	0.523	ຟື້ນຟູ
watch	anticipation	0.523	ສັງເກດເບິ່ງ
hunter	anticipation	0.523	ລ່າ
radiance	anticipation	0.523	radiance
planning	anticipation	0.523	ການວາງແຜນ
germination	anticipation	0.523	ການແຕກງອກ
competition	anticipation	0.523	ການແຂ່ງຂັນ
preparatory	anticipation	0.523	ການກະກຽມ
prognostic	anticipation	0.523	ການຄາດຄະເນ
beaming	anticipation	0.523	ສຽງດັງ
cheery	anticipation	0.523	ເບີກບານ
prevail	anticipation	0.523	ຊະນະ
importance	anticipation	0.523	ຄວາມສຳຄັນ
notification	anticipation	0.523	ແຈ້ງການ
explosive	anticipation	0.523	ລະເບີດ
pleasant	anticipation	0.523	ສຸກ
ultimately	anticipation	0.523	ໃນທີ່ສຸດ
child	anticipation	0.523	ເດັກນ້ອຍ
haste	anticipation	0.523	ຮີບດ່ວນ
prophet	anticipation	0.523	ສາດສະດາ
recreation	anticipation	0.516	ພັກຜ່ອນ
present	anticipation	0.516	ປະຈຸບັນ
time	anticipation	0.516	ເວລາ
sensuality	anticipation	0.516	ອາລົມ
owing	anticipation	0.516	ເປັນໜີ້
loom	anticipation	0.516	loom
begun	anticipation	0.516	ເລີ່ມຕົ້ນ
salary	anticipation	0.516	ເງິນເດືອນ
celebrity	anticipation	0.516	ຄົນດັງ
treat	anticipation	0.516	ປິ່ນປົວ
chocolate	anticipation	0.516	ຊັອກໂກແລັດ
caution	anticipation	0.516	ລະມັດລະວັງ
fermentation	anticipation	0.516	ການໝັກ
uncontrollable	anticipation	0.516	ບໍ່ສາມາດຄວບຄຸມໄດ້
precious	anticipation	0.516	ມີຄ່າ
compensate	anticipation	0.516	ຊົດເຊີຍ
endanger	anticipation	0.516	ອັນຕະລາຍ
renovation	anticipation	0.516	ການ​ສ້ອມ​ແປງ
signify	anticipation	0.508	ໝາຍເຖິງ
vigilance	anticipation	0.508	ລະວັງ
prerequisite	anticipation	0.508	ເງື່ອນໄຂເບື້ອງຕົ້ນ
perfection	anticipation	0.508	ຄວາມສົມບູນແບບ
cultivate	anticipation	0.508	ປູກຝັງ
develop	anticipation	0.508	ພັດທະນາ
cue	anticipation	0.508	ຄິວ
exigent	anticipation	0.508	exigent
transitional	anticipation	0.508	ໄລຍະຂ້າມຜ່ານ
commemoration	anticipation	0.508	ການລະນຶກ
intermission	anticipation	0.508	ຊົ່ວຄາວ
elevation	anticipation	0.508	ຄວາມສູງ
infant	anticipation	0.508	ແອນ້ອຍ
practise	anticipation	0.508	ການປະຕິບັດ
contemplation	anticipation	0.508	ໄຕ່ຕອງ
dreadful	anticipation	0.508	ເປັນຕາຢ້ານ
wilderness	anticipation	0.508	ຖິ່ນ​ແຫ້ງ​ແລ້ງ​ກັນ​ດານ
horizon	anticipation	0.508	ຂອບຟ້າ
sneaking	anticipation	0.500	ຂີ້ຕົວະ
uphill	anticipation	0.500	ຂຶ້ນຄ້ອຍ
puppy	anticipation	0.500	ໝາ
blindfold	anticipation	0.500	ຜ້າມ່ານ
unbridled	anticipation	0.500	unbridled
horoscope	anticipation	0.500	ດວງຕາ
airport	anticipation	0.500	ສະ​ຫນາມ​ບິນ
reconciliation	anticipation	0.500	ການປອງດອງກັນ
advocacy	anticipation	0.500	ສົ່ງເສີມ
litigate	anticipation	0.500	ດໍາເນີນຄະດີ
sunny	anticipation	0.500	ບ່ອນມີແດດ
intuitively	anticipation	0.500	intuitively
hero	anticipation	0.500	ວິລະຊົນ
ardent	anticipation	0.500	ດຸໝັ່ນ
commemorate	anticipation	0.500	ລະນຶກ
romantic	anticipation	0.500	ໂຣແມນຕິກ
doomsday	anticipation	0.500	ມື້ໂລກາພິວັດ
ready	anticipation	0.500	ພ້ອມ
nascent	anticipation	0.500	ຕັ້ງຖິ່ນຖານ
invocation	anticipation	0.500	ຄຳຮຽກຮ້ອງ
depart	anticipation	0.500	ອອກເດີນທາງ
undisclosed	anticipation	0.500	ບໍ່ເປີດເຜີຍ
attendance	anticipation	0.500	ການເຂົ້າຮ່ວມ
peril	anticipation	0.500	ອັນຕະລາຍ
income	anticipation	0.500	ລາຍ​ໄດ້
calculation	anticipation	0.500	ການ​ຄິດ​ໄລ່​
zeal	anticipation	0.500	ຄວາມກະຕືລືລົ້ນ
eventuality	anticipation	0.500	ໃນທີ່ສຸດ
favorable	anticipation	0.500	ທີ່ເອື້ອອໍານວຍ
utopian	anticipation	0.500	utopian
swim	anticipation	0.500	ລອຍ
proceeding	anticipation	0.492	ດໍາເນີນການ
eventual	anticipation	0.492	ໃນທີ່ສຸດ
heyday	anticipation	0.492	ສະບາຍດີ
undertaking	anticipation	0.492	ປະຕິບັດ
improvise	anticipation	0.492	improvise
inauguration	anticipation	0.492	ພິທີເປີດ
consequent	anticipation	0.492	ຜົນສະທ້ອນ
perspective	anticipation	0.492	ທັດສະນະ
defense	anticipation	0.492	ປ້ອງ​ກັນ
repay	anticipation	0.492	ຈ່າຍຄືນ
gaping	anticipation	0.492	ຊ່ອງຫວ່າງ
youth	anticipation	0.492	ໄວໜຸ່ມ
parole	anticipation	0.492	ການ​ລົງ​ໂທດ
worry	anticipation	0.492	ເປັນຫ່ວງ
bless	anticipation	0.492	ອວຍພອນ
restorative	anticipation	0.492	ການຟື້ນຟູ
court	anticipation	0.492	ສານ
highest	anticipation	0.491	ສູງສຸດ
shortly	anticipation	0.484	ບໍ່ດົນ
auspicious	anticipation	0.484	ໂຊກ​ດີ
princely	anticipation	0.484	ເຈົ້າຊາຍ
correspondence	anticipation	0.484	ຈົດໝາຍ
generosity	anticipation	0.484	ຄວາມເອື້ອເຟື້ອເພື່ອແຜ່
sparkle	anticipation	0.484	ປະກາຍໄຟ
voluptuous	anticipation	0.484	ວຸ້ນວາຍ
happen	anticipation	0.484	ເກີດຂຶ້ນ
tremor	anticipation	0.484	ສັ່ນ
letter	anticipation	0.484	ຈົດໝາຍ
vow	anticipation	0.484	ປະຕິຍານ
sharpen	anticipation	0.484	ແຫຼມ
duel	anticipation	0.484	duel
conjure	anticipation	0.484	conjure
threaten	anticipation	0.484	ຂົ່ມຂູ່
god	anticipation	0.484	ພະເຈົ້າ
engulf	anticipation	0.484	ຈູດ
unexplained	anticipation	0.484	ບໍ່ໄດ້ອະທິບາຍ
contagion	anticipation	0.484	ການຕິດເຊື້ອ
glorify	anticipation	0.477	ສັນລະເສີນ
submit	anticipation	0.477	ສົ່ງ
enroll	anticipation	0.477	ລົງທະບຽນ
unification	anticipation	0.477	ສາມັກຄີ
gravitate	anticipation	0.477	gravitate
glide	anticipation	0.477	ເລື່ອນ
accompaniment	anticipation	0.477	ພ້ອມກັບ
cherish	anticipation	0.477	ທະນຸຖະຫນອມ
adore	anticipation	0.477	ຮັກແພງ
powerful	anticipation	0.477	ມີອໍານາດ
clue	anticipation	0.477	ຂໍ້ຄຶດ
medal	anticipation	0.477	ຫຼຽນ
contemplate	anticipation	0.477	ໄຕ່ຕອງ
perilous	anticipation	0.477	ອັນຕະລາຍ
determinate	anticipation	0.477	ກໍານົດ
arbitration	anticipation	0.477	ການຊີ້ຂາດ
recipient	anticipation	0.477	ຜູ້ຮັບ
onset	anticipation	0.477	ເລີ່ມຕົ້ນ
predispose	anticipation	0.477	predispose
score	anticipation	0.477	ຄະແນນ
torture	anticipation	0.477	ການທໍລະມານ
glow	anticipation	0.477	ແສງ
praiseworthy	anticipation	0.473	ເປັນ​ຕາ​ສັນ​ລະ​ເສີນ
football	anticipation	0.469	ບານເຕະ
scare	anticipation	0.469	ຢ້ານ
elite	anticipation	0.469	ຊັ້ນສູງ
unknown	anticipation	0.469	ບໍ່ຮູ້ຈັກ
precursor	anticipation	0.469	ຄາຣະວາ
pry	anticipation	0.469	ຊັກ
providing	anticipation	0.469	ການສະຫນອງ
sweets	anticipation	0.469	ເຂົ້າຫນົມຫວານ
cautious	anticipation	0.469	ລະມັດລະວັງ
opera	anticipation	0.469	ໂອເປຣາ
motion	anticipation	0.469	ການເຄື່ອນໄຫວ
cash	anticipation	0.469	ເງິນສົດ
creeping	anticipation	0.469	ເລືອຄານ
invoke	anticipation	0.469	ຮຽກຮ້ອງ
star	anticipation	0.469	ດາວ
shaky	anticipation	0.469	ສັ່ນ
production	anticipation	0.469	ການຜະລິດ
successful	anticipation	0.469	ສໍາເລັດ
immediately	anticipation	0.469	ທັນທີ
dawn	anticipation	0.469	ອາລຸນ
starry	anticipation	0.469	ດາວ
unsurpassed	anticipation	0.469	ບໍ່​ໄດ້​ປຽບ
completion	anticipation	0.469	ສໍາເລັດ
hire	anticipation	0.469	ຈ້າງ
fete	anticipation	0.469	fete
commemorative	anticipation	0.461	ອະນຸສອນ
shining	anticipation	0.461	ເຫລື້ອມ
testament	anticipation	0.461	ສັນຍະລັກ
pay	anticipation	0.461	ຈ່າຍ
alive	anticipation	0.461	ມີຊີວິດຢູ່
plight	anticipation	0.461	ສະພາວະ
preliminary	anticipation	0.461	ເບື້ອງຕົ້ນ
overture	anticipation	0.461	overture
sanctuary	anticipation	0.461	ວິຫານ
regatta	anticipation	0.461	regatta
draft	anticipation	0.461	ຮ່າງ
synchronize	anticipation	0.461	synchronize
soundness	anticipation	0.461	ສຽງ
extricate	anticipation	0.461	extricate
excel	anticipation	0.461	excel
punt	anticipation	0.461	ຖົມ
untold	anticipation	0.461	ບໍ່ໄດ້ບອກ
brilliant	anticipation	0.461	ເກັ່ງ
cheerfulness	anticipation	0.461	ຄວາມເບີກບານມ່ວນຊື່ນ
jeopardy	anticipation	0.461	ອັນຕະລາຍ
friendly	anticipation	0.461	ເປັນມິດ
mail	anticipation	0.461	ເມລ
unexpected	anticipation	0.453	ບໍ່ຄາດຄິດ
basketball	anticipation	0.453	ບ້ວງ
inaugural	anticipation	0.453	ພິທີເປີດ
supremacy	anticipation	0.453	ອຳນາດສູງສຸດ
rehabilitation	anticipation	0.453	ການຟື້ນຟູ
intimately	anticipation	0.453	ຢ່າງໃກ້ຊິດ
career	anticipation	0.453	ອາຊີບ
prevention	anticipation	0.453	ການປ້ອງກັນ
renovate	anticipation	0.453	ສ້ອມແປງ
compliment	anticipation	0.453	ຊົມເຊີຍ
prologue	anticipation	0.453	ບົດບັນຍາຍ
elegance	anticipation	0.453	ຄວາມສະຫງ່າງາມ
complement	anticipation	0.453	ເສີມ
flinch	anticipation	0.453	flinch
infinity	anticipation	0.453	ບໍ່ມີຂອບເຂດ
perpetuity	anticipation	0.453	ຕະຫຼອດໄປ
sunset	anticipation	0.453	ຕາເວັນຕົກ
improve	anticipation	0.453	ປັບປຸງ
fitting	anticipation	0.445	ພໍດີ
confidence	anticipation	0.445	ຄວາມຫມັ້ນໃຈ
concealment	anticipation	0.445	ການປິດບັງ
sweet	anticipation	0.445	ຫວານ
perfect	anticipation	0.445	ສົມບູນ
epidemic	anticipation	0.445	ໂຣກ​ແຜ່​ລະ​ບາດ
fain	anticipation	0.445	ອ່ອນເພຍ
volunteer	anticipation	0.445	ອາສາສະໝັກ
share	anticipation	0.445	ແບ່ງປັນ
surround	anticipation	0.445	ລ້ອມຮອບ
conjecture	anticipation	0.445	ຄາດ​ຄະ​ເນ
sun	anticipation	0.445	ແດດ
veracity	anticipation	0.445	ຄວາມຈິງ
serial	anticipation	0.438	ລໍາດັບ
angel	anticipation	0.438	ເທວະດາ
aloha	anticipation	0.438	ອາໂລຮາ
saint	anticipation	0.438	ໄພ່ພົນ
tickle	anticipation	0.438	tickle
superstitious	anticipation	0.438	ໂຊກລາງ
ferment	anticipation	0.438	ໝັກ
conservation	anticipation	0.438	ການອະນຸລັກ
devout	anticipation	0.438	ອຸທິດຕົນ
respect	anticipation	0.438	ເຄົາລົບ
reconstruction	anticipation	0.438	ການຟື້ນຟູ
goodness	anticipation	0.438	ຄວາມດີ
reconstruct	anticipation	0.438	ກໍ່ສ້າງຄືນໃໝ່
faith	anticipation	0.438	ສັດທາ
recombination	anticipation	0.438	ການປະສົມໃຫມ່
prepared	anticipation	0.438	ກະກຽມ
rabid	anticipation	0.438	ຂີ້ຮ້າຍ
plea	anticipation	0.438	ອ້ອນວອນ
medical	anticipation	0.438	ທາງການແພດ
passenger	anticipation	0.438	ຜູ້ໂດຍສານ
charitable	anticipation	0.430	ກຸສົນ
tabulate	anticipation	0.430	ຕາຕະລາງ
peace	anticipation	0.430	ສັນຕິພາບ
install	anticipation	0.430	ຕິດຕັ້ງ
serenity	anticipation	0.430	ຄວາມງຽບສະຫງົບ
venerable	anticipation	0.430	ນັບຖື
spa	anticipation	0.430	ສະປາ
labyrinth	anticipation	0.430	labyrinth
luscious	anticipation	0.430	ແຊບໆ
perpetuate	anticipation	0.430	ຕະຫຼອດໄປ
strategist	anticipation	0.430	ນັກຍຸດທະສາດ
unverified	anticipation	0.430	ບໍ່ໄດ້ຢັ້ງຢືນ
tribunal	anticipation	0.430	ສານ
clap	anticipation	0.430	ຕົບມື
peaceful	anticipation	0.422	ສະຫງົບ
patience	anticipation	0.422	ຄວາມອົດທົນ
unresolved	anticipation	0.422	ຍັງບໍ່ໄດ້ແກ້ໄຂ
worship	anticipation	0.422	ໄຫວ້
edification	anticipation	0.422	ການປັບປຸງ
oasis	anticipation	0.422	ໂອເອຊິສ
grin	anticipation	0.422	ຍິ້ມ
revere	anticipation	0.422	ເຄົາລົບ
candid	anticipation	0.422	ກົງໄປກົງມາ
vista	anticipation	0.422	ທັດສະນີຍະພາບ
conspirator	anticipation	0.422	ຜູ້ສົມຮູ້ຮ່ວມຄິດ
adrift	anticipation	0.422	ລອຍ
recognizable	anticipation	0.422	ຮັບຮູ້ໄດ້
volatility	anticipation	0.422	ການເຫນັງຕີງ
forestall	anticipation	0.422	ປ່າດົງ
laughter	anticipation	0.422	ຫົວເລາະ
continue	anticipation	0.414	ສືບຕໍ່
ongoing	anticipation	0.414	ຢ່າງຕໍ່ເນື່ອງ
astrologer	anticipation	0.414	ໂຫລາສາດ
mediate	anticipation	0.414	ໄກ່ເກ່ຍ
punctual	anticipation	0.414	ກົງຕໍ່ເວລາ
grant	anticipation	0.414	ມອບໃຫ້
morn	anticipation	0.414	ຕອນເຊົ້າ
pretty	anticipation	0.414	ງາມ
withstand	anticipation	0.414	ທົນ
frisky	anticipation	0.414	ສົດຊື່ນ
thought	anticipation	0.414	ຄວາມຄິດ
probation	anticipation	0.414	ການທົດລອງ
ordination	anticipation	0.414	ການ​ແຕ່ງ​ຕັ້ງ
calls	anticipation	0.414	ໂທ
detainee	anticipation	0.414	ຜູ້ຖືກກັກຂັງ
craps	anticipation	0.414	craps
weigh	anticipation	0.414	ນ້ຳໜັກ
proficiency	anticipation	0.414	ຄວາມສາມາດ
sing	anticipation	0.411	ຮ້ອງເພງ
continuation	anticipation	0.406	ສືບຕໍ່
university	anticipation	0.406	ມະຫາວິທະຍາໄລ
chicane	anticipation	0.406	ຊິເຄນ
nurture	anticipation	0.406	ບໍາລຸງລ້ຽງ
mother	anticipation	0.406	ແມ່
punished	anticipation	0.406	ຖືກລົງໂທດ
twinkle	anticipation	0.406	ກະພິບ
confession	anticipation	0.406	ສາລະພາບ
outdo	anticipation	0.406	ອອກນອກ
prophylactic	anticipation	0.406	prophylactic
proud	anticipation	0.406	ພູມໃຈ
midwife	anticipation	0.406	ຜະດຸງຄັນ
wizard	anticipation	0.406	ຕົວຊ່ວຍສ້າງ
headlight	anticipation	0.406	ໄຟໜ້າ
long	anticipation	0.406	ຍາວ
banquet	anticipation	0.406	ງານລ້ຽງ
comfort	anticipation	0.406	ຄວາມສະດວກສະບາຍ
navigable	anticipation	0.406	ນຳທາງໄດ້
subscribe	anticipation	0.406	ຈອງ
opponent	anticipation	0.406	opponent
debenture	anticipation	0.406	ຫຸ້ນກູ້
deal	anticipation	0.402	ຂໍ້ຕົກລົງ
