English Word	Emotion	Emotion-Intensity-Score	Nepali Word
deflate	anger	0.312	डिफ्लेट
dumps	anger	0.312	डम्पहरू
dupe	anger	0.312	धोखा
mortality	anger	0.312	मृत्यु दर
revving	anger	0.309	revving
disallowed	anger	0.308	अस्वीकृत
boisterous	anger	0.307	घमण्डी
thoughtless	anger	0.307	विचारहीन
burial	anger	0.304	दफन
wince	anger	0.303	wince
theocratic	anger	0.303	ईश्वरतान्त्रिक
sullen	anger	0.303	उदास
involution	anger	0.300	involution
misuse	anger	0.297	दुरुपयोग
taxed	anger	0.297	कर लगाइयो
senseless	anger	0.297	विवेकहीन
talons	anger	0.297	टालोन्स
stalemate	anger	0.297	गतिरोध
getyourown	anger	0.297	आफ्नो स्वामित्व प्राप्त गर्नुहोस्
hoax	anger	0.297	धोखा
depreciated	anger	0.297	मूल्यह्रास
depressed	anger	0.297	उदास
wasteful	anger	0.297	व्यर्थ
paralysis	anger	0.295	पक्षाघात
displaced	anger	0.294	विस्थापित
limited	anger	0.292	सीमित
disapointment	anger	0.290	निराशा
orc	anger	0.289	orc
ridiculous	anger	0.289	हास्यास्पद
homeless	anger	0.288	घरबारविहीन
spine	anger	0.288	मेरुदण्ड
teasing	anger	0.288	चिढ्याउने
presumptuous	anger	0.288	अहंकारी
react	anger	0.288	प्रतिक्रिया
sharpen	anger	0.288	तिखार्नु
barrier	anger	0.287	अवरोध
hoot	anger	0.287	हुट
twitchy	anger	0.287	चिल्लो
myopia	anger	0.283	मायोपिया
flexin	anger	0.281	फ्लेक्सिन
lagging	anger	0.281	ढिलो
contraband	anger	0.281	निषेधित
incompatible	anger	0.281	असंगत
shiver	anger	0.281	काँप्नु
spam	anger	0.281	स्प्याम
agh	anger	0.281	आह
disconnects	anger	0.281	जडान विच्छेद गर्दछ
delinquent	anger	0.281	अपराधी
restitution	anger	0.281	पुनर्स्थापना
foray	anger	0.279	आक्रमण
troll	anger	0.279	ट्रोल
unfairness	anger	0.279	अन्याय
buffering	anger	0.279	बफरिङ
noncompliance	anger	0.279	गैर अनुपालन
nether	anger	0.278	नत्र
bogus	anger	0.273	नक्कली
immaturity	anger	0.273	अपरिपक्वता
uncaring	anger	0.273	बेवास्ता गर्ने
bugaboo	anger	0.273	बगाबू
feisty	anger	0.269	उग्र
shock	anger	0.269	झटका
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	नराम्रा व्यक्ति
feminism	anger	0.266	नारीवाद
inoperative	anger	0.266	निष्क्रिय
bear	anger	0.266	भालु
inconvenient	anger	0.266	असुविधाजनक
latent	anger	0.266	अव्यक्त
defendant	anger	0.266	प्रतिवादी
nopoint	anger	0.266	कुनै बिन्दु
rapping	anger	0.266	र्‍यापिङ
pry	anger	0.266	pry
quandary	anger	0.266	झगडा
interrupts	anger	0.265	अवरोध गर्छ
fluctuation	anger	0.265	उतार चढाव
exaggerate	anger	0.263	बढाइचढाइ गर्नु
lose	anger	0.261	हराउनु
patter	anger	0.258	प्याटर
furnace	anger	0.258	भट्टी
stone	anger	0.258	ढुङ्गा
tease	anger	0.258	चिढ्याउने
shoplifting	anger	0.258	पसल लिफ्टिङ
soldier	anger	0.258	सिपाही
incompetent	anger	0.257	अयोग्य
indoctrination	anger	0.255	प्रेरणा
rocket	anger	0.250	रकेट
skid	anger	0.250	स्किड
noisy	anger	0.250	कोलाहल
notoriety	anger	0.250	कुख्यात
cane	anger	0.250	छडी
unfollow	anger	0.250	अनफलो गर्नुहोस्
tripping	anger	0.250	ट्रिपिङ
attentionseeker	anger	0.250	ध्यान खोज्ने व्यक्ति
mastery	anger	0.250	निपुणता
socialist	anger	0.250	समाजवादी
falsehood	anger	0.250	असत्य
complicate	anger	0.250	जटिल
lawyer	anger	0.250	वकिल
untrue	anger	0.250	असत्य
nonsense	anger	0.250	बकवास
pouting	anger	0.250	पोउटिंग
witch	anger	0.242	बोक्सी
detract	anger	0.242	हटाउन
obstacle	anger	0.242	अवरोध
halter	anger	0.242	रोक्नुहोस्
fenced	anger	0.242	बाडिएको
capslock	anger	0.242	क्यापस्लक
dontunderstand	anger	0.242	बुझ्दैनन्
vampire	anger	0.242	पिशाच
ringer	anger	0.242	घण्टी
frowning	anger	0.239	भ्रामक
saber	anger	0.238	कृपाण
hunger	anger	0.235	भोक
shell	anger	0.234	खोल
wokemeup	anger	0.234	मलाई उठायो
recession	anger	0.234	मन्दी
failing	anger	0.234	असफल
dabbling	anger	0.234	डबलिंग
politics	anger	0.234	राजनीति
lava	anger	0.234	लाभा
rascal	anger	0.234	बदमाश
imtryingtosleep	anger	0.234	सुत्न कोसिस गर्दै
tariff	anger	0.234	ट्यारिफ
undesirable	anger	0.231	अवांछनीय
darkness	anger	0.227	अन्धकार
versus	anger	0.227	विरुद्ध
copycat	anger	0.227	प्रतिलिपि क्याट
resign	anger	0.227	राजीनामा
soaked	anger	0.226	भिजेको
unfulfilled	anger	0.225	अपूर्ण
abandoned	anger	0.222	त्यागिएको
unattainable	anger	0.221	अप्राप्य
owing	anger	0.221	कारण
bankruptcy	anger	0.221	दिवालियापन
misconception	anger	0.219	गलत धारणा
tool	anger	0.219	उपकरण
warden	anger	0.219	वार्डन
compress	anger	0.219	कम्प्रेस गर्नुहोस्
mosquito	anger	0.219	लामखुट्टे
whiny	anger	0.219	घिनलाग्दो
somethingigetalot	anger	0.219	केहि धेरै
confusion	anger	0.219	भ्रम
unhelpful	anger	0.219	असहाय
twitching	anger	0.219	हल्लाउँदै
nosey	anger	0.213	नाक
overpriced	anger	0.212	अत्यधिक मूल्यमा
adder	anger	0.212	योजक
harry	anger	0.212	ह्यारी
shortage	anger	0.212	अभाव
melodrama	anger	0.212	मेलोड्रामा
possession	anger	0.206	कब्जा
desert	anger	0.206	मरुभूमि
overplayed	anger	0.206	ओभरप्ले गरिएको
unpaid	anger	0.203	भुक्तान नगरिएको
powerless	anger	0.203	शक्तिहीन
sentence	anger	0.203	वाक्य
inefficient	anger	0.203	असक्षम
arraignment	anger	0.203	अभियोग
pout	anger	0.203	pout
unlucky	anger	0.203	अशुभ
rook	anger	0.203	रुक
backbone	anger	0.203	मेरुदण्ड
uninvited	anger	0.203	निमन्त्रणा नगरिएको
court	anger	0.199	अदालत
endless	anger	0.198	अन्तहीन
adverts	anger	0.197	विज्ञापनहरू
distracted	anger	0.197	विचलित
delay	anger	0.197	ढिला
misstatement	anger	0.197	गलत बयान
misunderstanding	anger	0.195	गलतफहमी
inadmissible	anger	0.191	अस्वीकार्य
excite	anger	0.191	उत्तेजित
lightning	anger	0.189	बिजुली
preclude	anger	0.188	रोक्नुहोस्
mournful	anger	0.188	शोकपूर्ण
insecure	anger	0.188	असुरक्षित
incase	anger	0.188	यदि
mutter	anger	0.182	गनगन
pare	anger	0.182	pare
rating	anger	0.182	मूल्याङ्कन
claimant	anger	0.182	दावीकर्ता
insist	anger	0.182	जिद्दी गर्नु
mistress	anger	0.182	श्रीमती
distracting	anger	0.182	विचलित गर्ने
opium	anger	0.180	अफिम
deserve	anger	0.176	पाउन योग्य
willful	anger	0.176	इच्छाशक्ति
treat	anger	0.175	उपचार
insists	anger	0.175	जोड दिन्छ
excitation	anger	0.172	उत्तेजना
mighty	anger	0.172	शक्तिशाली
liberate	anger	0.172	मुक्त गर्ने
indecisive	anger	0.172	अनिर्णय
hormonal	anger	0.172	हार्मोनल
peice	anger	0.172	peice
gibberish	anger	0.172	बकवास
misplace	anger	0.172	गलत ठाउँ
fee	anger	0.172	शुल्क
thanksalot	anger	0.172	धन्यवाद
fleece	anger	0.172	ऊन
yelp	anger	0.168	चिच्याउनु
mule	anger	0.167	खच्चर
unequal	anger	0.167	असमान
hamstring	anger	0.167	ह्यामस्ट्रिङ
bargaining	anger	0.167	बार्गेनिङ
insufficiency	anger	0.167	अपर्याप्तता
insignificant	anger	0.167	नगण्य
attentionseekers	anger	0.163	ध्यान खोज्नेहरू
coop	anger	0.156	coop
rheumatism	anger	0.156	गठिया
forearm	anger	0.156	बाहुली
indifference	anger	0.156	उदासीनता
underpaid	anger	0.152	कम भुक्तान गरिएको
involvement	anger	0.152	संलग्नता
justthebeginning	anger	0.152	भर्खर सुरु
disinformation	anger	0.152	disinformation
uncertain	anger	0.152	अनिश्चित
bee	anger	0.152	मौरी
attorney	anger	0.152	वकील
pretending	anger	0.152	बहाना गर्दै
campaigning	anger	0.151	प्रचार गर्दै
hopelessness	anger	0.149	आशाहीनता
feeling	anger	0.147	भावना
legalized	anger	0.145	वैधानिक
caution	anger	0.145	सावधानी
sterling	anger	0.141	स्टर्लिंग
morals	anger	0.141	नैतिकता
subsidy	anger	0.141	अनुदान
obliging	anger	0.141	बाध्यकारी
wimpy	anger	0.140	wimpy
bummer	anger	0.139	बमर
saloon	anger	0.136	सैलुन
blemish	anger	0.136	दाग
misspell	anger	0.136	गलत हिज्जे
repay	anger	0.136	तिर्न
surcharge	anger	0.136	अधिभार
geez	anger	0.136	geez
birch	anger	0.135	बर्च
noob	anger	0.133	सिकारु
honk	anger	0.133	हङ्क
orchestra	anger	0.132	आर्केस्ट्रा
wireless	anger	0.125	ताररहित
competitive	anger	0.125	प्रतिस्पर्धी
standstill	anger	0.125	स्थिर
inattention	anger	0.121	बेवास्ता
reversal	anger	0.121	उल्टो
lace	anger	0.118	फीता
elbow	anger	0.117	कुहिनो
instinctive	anger	0.112	सहज
chant	anger	0.111	जप
gnome	anger	0.109	जीनोम
lonely	anger	0.109	एक्लो
tolerate	anger	0.106	सहन
management	anger	0.102	व्यवस्थापन
advocacy	anger	0.100	वकालत
moral	anger	0.094	नैतिक
roadworks	anger	0.091	सडक निर्माण
honest	anger	0.087	इमानदार
gent	anger	0.076	सज्जन
forgetful	anger	0.076	बिर्सने
liquor	anger	0.075	रक्सी
money	anger	0.074	पैसा
hood	anger	0.071	हुड
curriculum	anger	0.063	पाठ्यक्रम
words	anger	0.062	शब्दहरू
smell	anger	0.061	गन्ध
playful	anger	0.061	चंचल
opera	anger	0.061	ओपेरा
elf	anger	0.061	एल्फ
nurture	anger	0.059	पालनपोषण
trumpet	anger	0.059	तुरही
counsellor	anger	0.059	सल्लाहकार
asleeep	anger	0.059	सुतिरहेको
birthplace	anger	0.051	जन्मस्थल
ribbon	anger	0.047	रिबन
youth	anger	0.045	युवा
vote	anger	0.045	भोट
cash	anger	0.039	नगद
wannasleep	anger	0.031	सुत्न चाहन्छ
waffle	anger	0.030	waffle
dame	anger	0.030	डेम
buffet	anger	0.029	भोज
celebrity	anger	0.026	सेलिब्रिटी
sisterhood	anger	0.015	दिदीबहिनी
autocorrect	anger	0.015	स्वतः सच्याउनुहोस्
musical	anger	0.011	सांगीतिक
tree	anger	0.000	रूख
anticipation	anticipation	0.859	प्रत्याशा
excited	anticipation	0.859	उत्साहित
excitement	anticipation	0.820	उत्साह
anticipate	anticipation	0.820	अनुमान गर्नु
eagerness	anticipation	0.812	उत्सुकता
exciting	anticipation	0.797	रोमाञ्चक
expectant	anticipation	0.789	आशावादी
thrilling	anticipation	0.781	रोमाञ्चक
hope	anticipation	0.773	आशा
quest	anticipation	0.766	खोज
countdown	anticipation	0.750	काउन्टडाउन
start	anticipation	0.750	सुरु
anticipatory	anticipation	0.750	प्रत्याशित
adventure	anticipation	0.750	साहसिक
expectance	anticipation	0.750	अपेक्षा
climax	anticipation	0.742	चरमोत्कर्ष
prophecy	anticipation	0.742	भविष्यवाणी
expect	anticipation	0.742	अपेक्षा
excite	anticipation	0.742	उत्तेजित
arouse	anticipation	0.742	जगाउनु
eager	anticipation	0.742	उत्सुक
ejaculation	anticipation	0.734	स्खलन
birth	anticipation	0.734	जन्म
announcement	anticipation	0.734	घोषणा
expectancy	anticipation	0.727	प्रत्याशा
expecting	anticipation	0.727	अपेक्षा गर्दै
imminent	anticipation	0.727	आसन्न
liberation	anticipation	0.727	मुक्ति
urgent	anticipation	0.727	अत्यावश्यक
trepidation	anticipation	0.719	आतंक
reunion	anticipation	0.719	पुनर्मिलन
prospection	anticipation	0.719	प्रक्षेपण
voyage	anticipation	0.719	यात्रा
prospect	anticipation	0.719	सम्भावना
aspire	anticipation	0.719	आकांक्षा
rapture	anticipation	0.711	र्याप्चर
suspense	anticipation	0.711	सस्पेन्स
journey	anticipation	0.711	यात्रा
kiss	anticipation	0.711	चुम्बन
enthusiasm	anticipation	0.711	उत्साह
yearning	anticipation	0.711	लालसा
ecstasy	anticipation	0.711	परमानंद
mystery	anticipation	0.711	रहस्य
prospective	anticipation	0.703	सम्भावित
frantic	anticipation	0.703	उन्मत्त
destination	anticipation	0.703	गन्तव्य
excitation	anticipation	0.703	उत्तेजना
lottery	anticipation	0.703	लटरी
hopeful	anticipation	0.703	आशावादी
thrill	anticipation	0.703	रोमाञ्चक
progress	anticipation	0.703	प्रगति
urgency	anticipation	0.703	अत्यावश्यकता
tantalizing	anticipation	0.703	चिन्तित
liberate	anticipation	0.695	मुक्त गर्ने
hurry	anticipation	0.695	हतार गर्नुहोस्
explore	anticipation	0.695	अन्वेषण गर्नुहोस्
advance	anticipation	0.695	अग्रिम
vacation	anticipation	0.695	बिदा
sex	anticipation	0.695	सेक्स
achievement	anticipation	0.695	उपलब्धि
readiness	anticipation	0.695	तत्परता
expectation	anticipation	0.695	अपेक्षा
prediction	anticipation	0.695	भविष्यवाणी
arrival	anticipation	0.695	आगमन
allure	anticipation	0.688	आकर्षण
ecstatic	anticipation	0.688	उत्साहित
approaching	anticipation	0.688	नजिक
honeymoon	anticipation	0.680	हनीमून
roulette	anticipation	0.680	रूलेट
uprising	anticipation	0.680	विद्रोह
holiday	anticipation	0.672	छुट्टी
crescendo	anticipation	0.672	क्रिससेन्डो
celebrating	anticipation	0.672	मनाउँदै
wishful	anticipation	0.672	इच्छावादी
waiting	anticipation	0.664	प्रतीक्षा गर्दै
invitation	anticipation	0.664	निमन्त्रणा
rescue	anticipation	0.664	उद्धार गर्नु
impending	anticipation	0.664	आसन्न
winning	anticipation	0.664	जित्दै
craving	anticipation	0.664	लालसा
winnings	anticipation	0.664	जीतहरू
triumph	anticipation	0.664	विजय
orgasm	anticipation	0.664	कामोत्तेजना
marriage	anticipation	0.656	विवाह
bridal	anticipation	0.656	दुलही
victory	anticipation	0.656	विजय
courtship	anticipation	0.656	प्रेम सम्बन्ध
gain	anticipation	0.656	पाउनु
aspiring	anticipation	0.656	महत्वाकांक्षी
strive	anticipation	0.656	प्रयास
reward	anticipation	0.656	इनाम
celebration	anticipation	0.656	उत्सव
jackpot	anticipation	0.656	ज्याकपोट
bridegroom	anticipation	0.656	दुलहा
fortune	anticipation	0.656	भाग्य
tomorrow	anticipation	0.648	भोलि
rising	anticipation	0.648	बढ्दै
inheritance	anticipation	0.648	उत्तराधिकार
alertness	anticipation	0.648	सतर्कता
crowning	anticipation	0.648	मुकुट
aspiration	anticipation	0.648	आकांक्षा
delivery	anticipation	0.648	डेलिभरी
opportunity	anticipation	0.648	अवसर
intrigue	anticipation	0.648	षड्यन्त्र
prescient	anticipation	0.648	पूर्वज्ञानी
treasure	anticipation	0.648	खजाना
erotic	anticipation	0.641	कामुक
revolution	anticipation	0.641	क्रान्ति
launch	anticipation	0.641	प्रक्षेपण
reckoning	anticipation	0.641	गणना
prognosis	anticipation	0.641	पूर्वानुमान
happiness	anticipation	0.641	खुशी
celebrated	anticipation	0.641	मनाइयो
receiving	anticipation	0.641	प्राप्त गर्दै
possibility	anticipation	0.641	सम्भावना
expedition	anticipation	0.641	अभियान
bride	anticipation	0.641	दुलही
engaged	anticipation	0.641	संलग्न
anxious	anticipation	0.641	चिन्तित
hype	anticipation	0.641	प्रचार
spectacular	anticipation	0.641	दर्शनीय
award	anticipation	0.641	पुरस्कार
prepare	anticipation	0.633	तयारी
coming	anticipation	0.633	आउँदैछ
graduation	anticipation	0.633	स्नातक
destiny	anticipation	0.633	भाग्य
miracle	anticipation	0.633	चमत्कार
beware	anticipation	0.633	होसियार
succeed	anticipation	0.633	सफल
passionate	anticipation	0.633	भावुक
birthday	anticipation	0.633	जन्मदिन
passion	anticipation	0.633	जोश
ominous	anticipation	0.633	अशुभ
captivate	anticipation	0.633	मोहित
vision	anticipation	0.633	दृष्टि
delight	anticipation	0.633	खुशी
curious	anticipation	0.633	जिज्ञासु
firstborn	anticipation	0.633	जेठा
await	anticipation	0.633	पर्खनुहोस्
triumphant	anticipation	0.625	विजयी
escape	anticipation	0.625	पलायन
optimism	anticipation	0.625	आशावाद
retirement	anticipation	0.625	सेवानिवृत्ति
foresee	anticipation	0.625	पूर्वानुमान गर्नुहोस्
inspiration	anticipation	0.625	प्रेरणा
ripen	anticipation	0.625	पाक्नु
gift	anticipation	0.625	उपहार
revival	anticipation	0.625	पुनरुत्थान
lust	anticipation	0.625	वासना
risky	anticipation	0.617	जोखिमपूर्ण
foreboding	anticipation	0.617	पूर्वसूचना
bloom	anticipation	0.617	फुल्नु
verge	anticipation	0.617	किनारा
embrace	anticipation	0.617	अँगालो
destined	anticipation	0.617	नियत
surprisingly	anticipation	0.617	आश्चर्यजनक रूपमा
ambition	anticipation	0.617	महत्वाकांक्षा
simmering	anticipation	0.617	उमालेको
enchanting	anticipation	0.617	मनमोहक
foresight	anticipation	0.617	दूरदर्शिता
lookout	anticipation	0.609	बाहिर हेर
anxiety	anticipation	0.609	चिन्ता
forecast	anticipation	0.609	पूर्वानुमान
seductive	anticipation	0.609	मोहक
bonus	anticipation	0.609	बोनस
succeeding	anticipation	0.609	सफल
matrimony	anticipation	0.609	विवाह
magical	anticipation	0.609	जादुई
alerts	anticipation	0.609	अलर्टहरू
winner	anticipation	0.602	विजेता
applicant	anticipation	0.602	आवेदक
fulfillment	anticipation	0.602	पूर्ति
deserve	anticipation	0.602	पाउन योग्य
inspire	anticipation	0.602	प्रेरित गर्नुहोस्
foreseen	anticipation	0.602	अनुमान गरिएको
intended	anticipation	0.602	अभिप्रेरित
boomerang	anticipation	0.602	बुमेराङ
picnic	anticipation	0.602	बनभोज
longing	anticipation	0.602	लालसा
revenge	anticipation	0.602	बदला
success	anticipation	0.602	सफलता
diagnosis	anticipation	0.602	निदान
visionary	anticipation	0.602	दूरदर्शी
prophetic	anticipation	0.602	भविष्यसूचक
entertaining	anticipation	0.602	रमाइलो
nervous	anticipation	0.602	नर्भस
illuminate	anticipation	0.594	उज्यालो
accelerate	anticipation	0.594	गति दिनु
advent	anticipation	0.594	आगमन
romance	anticipation	0.594	रोमान्स
result	anticipation	0.594	परिणाम
arrive	anticipation	0.594	आइपुग्छ
momentum	anticipation	0.594	गति
buzz	anticipation	0.594	बज
rekindle	anticipation	0.594	पुन: जगाउने
preparedness	anticipation	0.594	तयारी
acquiring	anticipation	0.594	प्राप्त गर्दै
luck	anticipation	0.594	भाग्य
marry	anticipation	0.594	विवाह गर्नुहोस्
predict	anticipation	0.589	भविष्यवाणी
money	anticipation	0.586	पैसा
auspices	anticipation	0.586	श्रेय
uplift	anticipation	0.586	उत्थान
fiesta	anticipation	0.586	पर्व
enjoying	anticipation	0.586	मजा लिदै
preparation	anticipation	0.586	तयारी
raffle	anticipation	0.586	राफल
investigation	anticipation	0.586	अनुसन्धान
progression	anticipation	0.586	प्रगति
overdue	anticipation	0.586	समयावधि
crave	anticipation	0.586	लालसा
impatient	anticipation	0.586	अधैर्य
enthusiast	anticipation	0.586	उत्साही
flirt	anticipation	0.586	इश्कबाज
seek	anticipation	0.586	खोज्नुहोस्
sequel	anticipation	0.586	सिक्वेल
presumption	anticipation	0.586	अनुमान
delightful	anticipation	0.586	रमाइलो
gambling	anticipation	0.586	जुवा
immerse	anticipation	0.586	डुबाउनु
endeavor	anticipation	0.586	प्रयास
experiment	anticipation	0.580	परिक्षण
enjoy	anticipation	0.578	मजा लिनुहोस्
completing	anticipation	0.578	पूरा गर्दै
clamor	anticipation	0.578	कोलाहल
angling	anticipation	0.578	angling
majestic	anticipation	0.578	राजसी
divination	anticipation	0.578	भविष्यवाणी
transcendence	anticipation	0.578	अतिक्रमण
thriving	anticipation	0.578	फस्टाउँदै
excavation	anticipation	0.578	उत्खनन
thirst	anticipation	0.578	तिर्खा
remedy	anticipation	0.578	उपाय
harvest	anticipation	0.578	फसल
risk	anticipation	0.578	जोखिम
healing	anticipation	0.578	उपचार
heavenly	anticipation	0.578	स्वर्गीय
inviting	anticipation	0.578	आमन्त्रित गर्दै
precarious	anticipation	0.578	अनिश्चित
attainable	anticipation	0.578	प्राप्य
blessing	anticipation	0.578	आशीर्वाद
prosper	anticipation	0.578	समृद्धि
tease	anticipation	0.570	चिढ्याउने
plan	anticipation	0.570	योजना
sweetheart	anticipation	0.570	मायालु
zest	anticipation	0.570	उत्साह
magnificence	anticipation	0.570	भव्यता
ultimate	anticipation	0.570	अन्तिम
emancipation	anticipation	0.570	मुक्ति
restlessness	anticipation	0.570	बेचैनी
finally	anticipation	0.570	अन्तमा
intimate	anticipation	0.570	घनिष्ठ
omen	anticipation	0.570	शगुन
matchmaker	anticipation	0.570	म्याचमेकर
gambler	anticipation	0.570	जुवा खेल्ने
prospectively	anticipation	0.570	सम्भावित रूपमा
dare	anticipation	0.570	हिम्मत
warned	anticipation	0.570	चेतावनी दिए
invite	anticipation	0.570	आमन्त्रण
mysterious	anticipation	0.562	रहस्यमय
accolade	anticipation	0.562	प्रशंसा
lover	anticipation	0.562	प्रेमी
expose	anticipation	0.562	खुलासा
enchant	anticipation	0.562	मोहित
attempt	anticipation	0.562	प्रयास
festival	anticipation	0.562	उत्सव
exalt	anticipation	0.562	उच्च पार्नुहोस्
rejoice	anticipation	0.562	रमाउनुहोस्
independence	anticipation	0.562	स्वतन्त्रता
expected	anticipation	0.562	अपेक्षित
fanfare	anticipation	0.562	धूमधाम
immortality	anticipation	0.562	अमरता
quicken	anticipation	0.562	छिटो गर्नु
parade	anticipation	0.562	परेड
fun	anticipation	0.562	रमाइलो
predilection	anticipation	0.562	पूर्वाग्रह
champion	anticipation	0.562	च्याम्पियन
forewarned	anticipation	0.562	पूर्व चेतावनी दिए
hypothesis	anticipation	0.562	परिकल्पना
trophy	anticipation	0.562	ट्रफी
shopping	anticipation	0.555	किनमेल
salvation	anticipation	0.555	मुक्ति
feeling	anticipation	0.555	भावना
speculative	anticipation	0.555	सट्टा
oracle	anticipation	0.555	ओरेकल
heroism	anticipation	0.555	वीरता
boisterous	anticipation	0.555	घमण्डी
grasping	anticipation	0.555	समात्दै
uneasiness	anticipation	0.555	असहजता
curiosity	anticipation	0.555	जिज्ञासा
happy	anticipation	0.555	खुशी
rejoicing	anticipation	0.555	रमाइलो गर्दै
fate	anticipation	0.555	भाग्य
liberty	anticipation	0.555	स्वतन्त्रता
unfold	anticipation	0.555	खोल्नुहोस्
amour	anticipation	0.555	प्रेम
lovely	anticipation	0.555	प्यारो
splendor	anticipation	0.555	शोभा
grow	anticipation	0.555	बढ्नु
glimmer	anticipation	0.547	झलक
incite	anticipation	0.547	उक्साउनु
abundance	anticipation	0.547	प्रचुरता
resultant	anticipation	0.547	परिणाममुखी
probability	anticipation	0.547	सम्भावना
recreational	anticipation	0.547	मनोरञ्जनात्मक
glory	anticipation	0.547	महिमा
agape	anticipation	0.547	agape
delighted	anticipation	0.547	हर्षित
changeable	anticipation	0.547	परिवर्तनीय
convergence	anticipation	0.547	अभिसरण
bountiful	anticipation	0.547	प्रशस्त
warn	anticipation	0.547	चेतावनी दिनुहोस्
monetary	anticipation	0.547	मौद्रिक
sorcery	anticipation	0.547	जादु
morrow	anticipation	0.547	भोलि
apprehensive	anticipation	0.547	डराउने
hungry	anticipation	0.547	भोको
vote	anticipation	0.547	भोट
suspicious	anticipation	0.547	शंकास्पद
pray	anticipation	0.547	प्रार्थना
leisure	anticipation	0.547	फुर्सद
hunting	anticipation	0.539	शिकार
sensual	anticipation	0.539	कामुक
tempest	anticipation	0.539	आँधी
auction	anticipation	0.539	लिलामी
ballot	anticipation	0.539	मतपत्र
grandchildren	anticipation	0.539	नातिनातिनाहरू
hankering	anticipation	0.539	आक्रोश
entertainment	anticipation	0.539	मनोरञ्जन
merge	anticipation	0.539	मर्ज
exceed	anticipation	0.539	भन्दा बढी
vindication	anticipation	0.539	प्रमाणीकरण
blessings	anticipation	0.539	आशीर्वाद
inquiry	anticipation	0.539	जांच
bounty	anticipation	0.539	इनाम
worrying	anticipation	0.539	चिन्ताजनक
contingent	anticipation	0.539	आकस्मिक
glad	anticipation	0.536	खुशी
harbinger	anticipation	0.531	हार्बिंगर
magnificent	anticipation	0.531	भव्य
virginity	anticipation	0.531	कुमारीत्व
stealthy	anticipation	0.531	गुपचुप
appeal	anticipation	0.531	अपील
forming	anticipation	0.531	गठन
celestial	anticipation	0.531	आकाशीय
raving	anticipation	0.531	पागल
deliverance	anticipation	0.531	मुक्ति
feat	anticipation	0.531	उपलब्धि
cheer	anticipation	0.531	जय हो
responsive	anticipation	0.531	उत्तरदायी
hurried	anticipation	0.531	हतार
betrothed	anticipation	0.531	विवाहित
overthrow	anticipation	0.531	परास्त गर्नु
spirits	anticipation	0.531	आत्माहरू
dread	anticipation	0.531	डर
visitor	anticipation	0.531	आगन्तुक
wait	anticipation	0.523	पर्खनुहोस्
revive	anticipation	0.523	पुनर्जीवित
watch	anticipation	0.523	घडी
hunter	anticipation	0.523	शिकारी
radiance	anticipation	0.523	चमक
planning	anticipation	0.523	योजना
germination	anticipation	0.523	अंकुरण
competition	anticipation	0.523	प्रतिस्पर्धा
preparatory	anticipation	0.523	तयारी
prognostic	anticipation	0.523	प्रोग्नोस्टिक
beaming	anticipation	0.523	बिमिङ
cheery	anticipation	0.523	हर्षित
prevail	anticipation	0.523	प्रबल हुन्छ
importance	anticipation	0.523	महत्व
notification	anticipation	0.523	सूचना
explosive	anticipation	0.523	विस्फोटक
pleasant	anticipation	0.523	सुखद
ultimately	anticipation	0.523	अन्ततः
child	anticipation	0.523	बच्चा
haste	anticipation	0.523	हतार
prophet	anticipation	0.523	अगमवक्ता
recreation	anticipation	0.516	मनोरञ्जन
present	anticipation	0.516	वर्तमान
time	anticipation	0.516	समय
sensuality	anticipation	0.516	कामुकता
owing	anticipation	0.516	कारण
loom	anticipation	0.516	करघा
begun	anticipation	0.516	सुरु भयो
salary	anticipation	0.516	तलब
celebrity	anticipation	0.516	सेलिब्रिटी
treat	anticipation	0.516	उपचार
chocolate	anticipation	0.516	चकलेट
caution	anticipation	0.516	सावधानी
fermentation	anticipation	0.516	किण्वन
uncontrollable	anticipation	0.516	अनियन्त्रित
precious	anticipation	0.516	बहुमूल्य
compensate	anticipation	0.516	क्षतिपूर्ति
endanger	anticipation	0.516	खतरामा पार्ने
renovation	anticipation	0.516	नवीकरण
signify	anticipation	0.508	संकेत गर्दछ
vigilance	anticipation	0.508	सतर्कता
prerequisite	anticipation	0.508	पूर्व शर्त
perfection	anticipation	0.508	पूर्णता
cultivate	anticipation	0.508	खेती गर्ने
develop	anticipation	0.508	विकास
cue	anticipation	0.508	संकेत
exigent	anticipation	0.508	आवश्यक
transitional	anticipation	0.508	संक्रमणकालीन
commemoration	anticipation	0.508	स्मरण
intermission	anticipation	0.508	अन्तरिम
elevation	anticipation	0.508	उचाइ
infant	anticipation	0.508	शिशु
practise	anticipation	0.508	अभ्यास
contemplation	anticipation	0.508	चिन्तन
dreadful	anticipation	0.508	डरलाग्दो
wilderness	anticipation	0.508	मरुभूमि
horizon	anticipation	0.508	क्षितिज
sneaking	anticipation	0.500	लुक्दै
uphill	anticipation	0.500	उकालो
puppy	anticipation	0.500	कुकुर
blindfold	anticipation	0.500	आँखा पट्टी
unbridled	anticipation	0.500	बेलगाम
horoscope	anticipation	0.500	राशिफल
airport	anticipation	0.500	विमानस्थल
reconciliation	anticipation	0.500	मेलमिलाप
advocacy	anticipation	0.500	वकालत
