ID,Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Raw_Text,tokens,padded,masks,exclamation_count,question_count,ellipsis_count,comma_count,period_count,exclamation_score,question_score,ellipsis_score,comma_score,period_score,polarity_score,Subjectivity Score,Sarcasm Score,Irony Score,Negation Score,afinn_score
20190457,although cannot say good budget still disappointed fact local service pensioner receive increase pension mention discrimination pensioner experienced year half entitlement national insurance pension reduced banal excuse service pension paid n contribution entire working life full pension since paid full amount full pension pretend full pension reduced pension,1,negative,sadness,0,0,1,"Although I cannot say that this is not a good budget, I am still disappointed to the fact that the local service pensioners will receive only the €4.50 increase in their pension. There was no mention on the discrimination that these pensioners had experienced through the years when more then half of their entitlement of the National Insurance Pension is reduced with the banal excuse that they have a service pension. We paid all the N.I.contributions through our entire working life to have a full pension and since we paid the full amount to have a full pension, we pretend that we should have a full pension and not have a reduced pension.","['although', 'cannot', 'say', 'good', 'budget', 'still', 'disa', '##ppo', '##inted', 'fact', 'local', 'service', 'pension', '##er', 'receive', 'increase', 'pension', 'mention', 'discrimination', 'pension', '##er', 'experienced', 'year', 'half', 'ent', '##it', '##lement', 'national', 'insurance', 'pension', 'reduced', 'bana', '##l', 'ex', '##cus', '##e', 'service', 'pension', 'paid', 'n', 'contribution', 'entire', 'working', 'life', 'full', 'pension', 'since', 'paid', 'full', 'amount', 'full', 'pension', 'prete', '##nd', 'full', 'pension', 'reduced', 'pension']","[101, 12736, 25004, 16497, 12050, 21455, 12440, 31021, 54894, 83912, 17772, 11467, 11416, 45501, 10177, 26190, 20292, 45501, 29583, 55394, 45501, 10177, 39183, 10817, 13460, 28960, 10517, 34550, 10551, 30919, 45501, 25422, 54034, 10159, 11460, 14112, 10111, 11416, 45501, 25033, 156, 26012, 19401, 14149, 10287, 12851, 45501, 11500, 25033, 12851, 24205, 12851, 45501, 60066, 11408, 12851, 45501, 25422, 45501, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.3398837742620501,0.9965373613888454,0.48709536,0.03797699,0.11138041317462921,-1.0
20190459,peanut monkey,1,negative,disgust,0,1,0,Peanuts for the monkeys.,"['pea', '##nut', 'monkey']","[101, 86865, 17100, 42000, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2533152600129445,0.9930242222623014,0.4927051,0.40365177,0.12152083963155746,0.0
20190461,time bed wake defunct party together acolyte,1,negative,disgust,0,0,0,Time for bed !!!!! WE'LL WAKE YOU UP WHEN ITS ALL OVER FOR YOUR DEFUNCT PARTY TOGETHER WITH THEIR ACOLYTES !!!,"['time', 'bed', 'wake', 'def', '##un', '##ct', 'party', 'together', 'ac', '##oly', '##te']","[101, 10573, 24433, 23612, 44160, 11128, 15106, 11727, 13627, 12181, 62905, 10218, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.2894299870187586,0.9971982512444835,0.48137265,0.11519715,0.18391701579093933,-2.0
20190462,party,1,neutral,surprise,0,0,0,What party?,['party'],"[101, 11727, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.30238792300224304,0.9999863458923727,0.50382847,0.36596426,0.1440844088792801,0.0
20190464,haha go back time malta negative friend enjoy others company moaning groaning everything,1,negative,disgust,0,0,0,"Haha go back to Times of Malta, you have all your negative friends there so you can all enjoy each others company moaning and groaning about everything.","['ha', '##ha', 'go', 'back', 'time', 'malta', 'negative', 'friend', 'enjoy', 'others', 'company', 'mo', '##anin', '##g', 'gr', '##oan', '##ing', 'everything']","[101, 10240, 10911, 11335, 11677, 10573, 22821, 23228, 17436, 61530, 14399, 11062, 10837, 40426, 10251, 22153, 33966, 10285, 23225, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.3326372942990727,0.996292081416403,0.49548906,0.13071008,0.284114807844162,-1.0
20190465,said like true monkey,1,negative,disgust,1,0,0,Said like the true monkey that you are,"['said', 'like', 'true', 'monkey']","[101, 12338, 11531, 16222, 42000, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37760620564222336,0.9964812511873208,0.48966342,0.6488225,0.21205365657806396,4.0
20190466,another great budget social conscience harm ever continuing great economic leap onwards forward,1,positive,joy,0,0,1,Another great budget with a social conscience which does not harm our ever continuing great economic leap onwards and forwards.,"['another', 'great', 'budget', 'social', 'conscience', 'harm', 'ever', 'continuing', 'great', 'economic', 'leap', 'onwards', 'forward']","[101, 12162, 11838, 21455, 11404, 50952, 68228, 15765, 39648, 11838, 12763, 89981, 74035, 20550, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41451253570043123,0.9999945828319529,0.49404982,0.17499374,0.16662083566188812,4.0
20190467,please explain one paying national insurance income tax monthly amount know many food item went price last week buy food given free family eat free victory kitchen p family member vegetarian save money take mow roundabout traffic island,1,negative,anger,0,0,0,Can you please explain what one can do after paying 10% National Insurance and 15% Income tax on the monthly amount of €10.09 do you know how many food items went up in price in the last few weeks? Do you buy food or is it given to you for free? Do you and your family eat for free at Victory Kitchens? . P.S Are your family members vegetarians? Or to save your money you take them to mow roundabout and traffic Islands?,"['please', 'explain', 'one', 'paying', 'national', 'insurance', 'income', 'tax', 'monthly', 'amount', 'know', 'many', 'food', 'item', 'went', 'price', 'last', 'week', 'buy', 'food', 'given', 'free', 'family', 'eat', 'free', 'victory', 'kitchen', 'p', 'family', 'member', 'veget', '##arian', 'save', 'money', 'take', 'mo', '##w', 'round', '##ab', '##out', 'traffic', 'island']","[101, 38881, 58919, 10399, 74838, 10551, 30919, 18116, 22389, 29663, 24205, 16332, 11260, 15225, 38863, 13661, 16993, 11706, 14463, 35172, 15225, 13613, 12487, 11214, 39999, 12487, 17152, 43954, 158, 11214, 11924, 89683, 48205, 21343, 15033, 11622, 10837, 10650, 12792, 16524, 17745, 22203, 11409, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,5.0,0.0,0.0,1.0,0.0,0.11904761904761904,0.0,0.0,0.023809523809523808,0.3334616195587885,0.9966090656395998,0.48976472,0.090928,0.09918617457151413,8.0
20190468,please explain one paying national insurance income tax monthly amount live pocket money job lazing bench village square,1,negative,anticipation,0,0,0,Can you please explain what one can do after paying 10% National Insurance and 15% Income tax on the monthly amount of €10.09 Do you live on pocket Money? What is your job? Lazing about on a bench in the village square? .....,"['please', 'explain', 'one', 'paying', 'national', 'insurance', 'income', 'tax', 'monthly', 'amount', 'live', 'pocket', 'money', 'job', 'la', '##zing', 'bench', 'village', 'square']","[101, 38881, 58919, 10399, 74838, 10551, 30919, 18116, 22389, 29663, 24205, 11343, 37860, 15033, 19594, 10106, 21593, 56827, 11380, 13366, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,3.0,1.0,0.0,0.0,0.0,0.15789473684210525,0.05263157894736842,0.0,0.0,0.3173542430526332,0.9999841898816597,0.4884081,0.15670717,0.17256878316402435,1.0
20190469,work always complain much work saying live charity work time work never habit staying bench village quitting party opportunist started work ever since used give free time secretary cashier real malta labour party today ended corrupt scandalous opportunistic abusive bullying party left election happy beg charity anyone fend fight others need start living exisitng,1,negative,sadness,0,0,0,"If you do the work I do you will always complain about how much you work.
I have been saying that I don't live on charity and I work 3 times what you work. I never had the habit of staying on any bench in any village. After quitting the Party of Opportunist I started to work more than ever since I used to give all my free time as a secretary and cashier for the REAL Malta Labour Party which today has ended up as a Corrupt / Scandalous / Opportunistic / Abusive and bullying party. I left after the 2013 elections. Are you happy?

I don't beg ANY charity from anyone. I can fend for myself. I don't fight for myself but for others who need to start living and not exisitng","['work', 'always', 'comp', '##lain', 'much', 'work', 'saying', 'live', 'charity', 'work', 'time', 'work', 'never', 'habit', 'staying', 'bench', 'village', 'quit', '##ting', 'party', 'opp', '##ort', '##uni', '##st', 'started', 'work', 'ever', 'since', 'used', 'give', 'free', 'time', 'secretary', 'cash', '##ier', 'real', 'malta', 'labour', 'party', 'today', 'ended', 'cor', '##rupt', 'scandal', '##ous', 'opp', '##ort', '##uni', '##stic', 'abu', '##sive', 'bull', '##ying', 'party', 'left', 'election', 'happy', 'beg', 'charity', 'anyone', 'fe', '##nd', 'fight', 'others', 'need', 'start', 'living', 'ex', '##isi', '##tn', '##g']","[101, 11497, 17503, 85065, 44409, 12977, 11497, 22811, 11343, 33541, 11497, 10573, 11497, 13362, 83181, 92055, 56827, 11380, 72340, 12305, 11727, 15445, 17263, 25784, 10607, 13670, 11497, 15765, 11500, 11173, 16118, 12487, 10573, 16919, 26509, 12085, 11565, 22821, 19913, 11727, 13980, 18651, 23759, 45001, 50553, 14200, 15445, 17263, 25784, 28060, 16079, 36664, 16019, 38101, 11727, 12174, 12938, 19308, 61601, 33541, 42946, 14908, 11408, 17260, 14399, 15415, 13982, 13623, 11460, 15372, 67108, 10251, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,0.0,6.0,0.0,0.014084507042253521,0.0,0.0,0.08450704225352113,0.35429902542644826,0.999987603201892,0.48892236,0.09651309,0.13962584733963013,-10.0
20190470,monthly wage amount euro mean nothing even pay tax social security school boy girl get amount pocket money parent besides really earning wage mean unemployed country full employment surely find work higher wage situation full employment simple demand supply economics,1,negative,disgust,0,0,0,A monthly Wage amount of 10 Euro means you do nothing ....and you do not even pay tax or social security ..... all school boys and girls get more than that amount as pocket money from their parents ...besides if you really are earning such wage it means that you are unemployed in a Country that has full- employment .... surely you will find other work with a higher wage in a situation where there is FULL-EMPLOYMENT ...... simple DEMAND and SUPPLY ECONOMICS .....,"['monthly', 'wage', 'amount', 'euro', 'mean', 'nothing', 'even', 'pay', 'tax', 'social', 'security', 'school', 'boy', 'girl', 'get', 'amount', 'pocket', 'money', 'parent', 'besides', 'really', 'earning', 'wage', 'mean', 'une', '##mp', '##lo', '##yed', 'country', 'full', 'employment', 'sure', '##ly', 'find', 'work', 'higher', 'wage', 'situation', 'full', 'employment', 'simple', 'demand', 'supply', 'economics']","[101, 29663, 83638, 24205, 13893, 25659, 20587, 12818, 11498, 22389, 11404, 15636, 10666, 14140, 13568, 13168, 24205, 37860, 15033, 34124, 50764, 25165, 54331, 83638, 25659, 10249, 19135, 10687, 60581, 11913, 12851, 37727, 26210, 10563, 16595, 11497, 16027, 83638, 16894, 12851, 37727, 15511, 29345, 24766, 22012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.1590909090909091,0.0,0.06818181818181818,0.3227307975969531,0.9999823017811407,0.48939535,0.04454649,0.07218486070632935,-3.0
20190471,one pay ni tax one left course pay tax politician pay tax tax department fear people anything get trouble might land transfer loss overtime promotion whatever maybe one civil service scared people ask lawrence gonzi example later side called important people believe might right get data finance department check see corruption every department collect data,1,negative,anger,0,0,0,"What is €10 ? When one pays NI & Tax from €10, what one has left is just €7.5. Of course I pay tax. I am not a Politician , they don't pay taxes because those in Tax Departments fear these people and don't to anything that gets them into trouble that might land them in some transfer, loss of overtime, promotions or whatever. Maybe I was the only one in the Civil Service that wasn't scared of these people. You can ask Lawrence Gonzi as an example. More later about the other side and other so called important people that believe that ""MIGHT IS RIGHT"" Get Data from any finance department and check it and see where the corruption is (every department collects data)","['one', 'pay', 'ni', 'tax', 'one', 'left', 'course', 'pay', 'tax', 'politician', 'pay', 'tax', 'tax', 'department', 'fear', 'people', 'anything', 'get', 'trouble', 'might', 'land', 'transfer', 'loss', 'overtime', 'promotion', 'whatever', 'maybe', 'one', 'civil', 'service', 'scar', '##ed', 'people', 'ask', 'lawrence', 'gon', '##zi', 'example', 'later', 'side', 'called', 'important', 'people', 'believe', 'might', 'right', 'get', 'data', 'finance', 'department', 'check', 'see', 'corruption', 'every', 'department', 'collect', 'data']","[101, 10399, 11498, 10219, 22389, 10399, 12174, 13039, 11498, 22389, 20401, 11498, 22389, 22389, 12406, 24027, 11227, 32527, 13168, 29868, 20025, 10586, 19432, 18085, 83583, 19403, 57030, 69557, 10399, 12346, 11416, 92672, 10390, 11227, 30316, 15890, 53666, 11180, 14577, 10844, 12029, 11723, 12652, 11227, 22142, 20025, 12873, 13168, 10248, 24363, 12406, 24792, 11811, 41270, 13667, 12406, 71931, 10248, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,4.0,5.0,0.0,0.017543859649122806,0.0,0.07017543859649122,0.08771929824561403,0.32817886299208593,0.9999965116719551,0.48609176,0.042650957,0.08105947822332382,-12.0
20190472,weekly increase budget social conscience add insult injury pm muscat blaming previous administration th budget,1,negative,disgust,0,0,0,"€2.33 weekly increase, a budget with a social conscience?? To add insult to injury PM Muscat is blaming the previous administration, when this was his 7th Budget.","['weekly', 'increase', 'budget', 'social', 'conscience', 'add', 'ins', '##ult', 'injury', 'pm', 'mus', '##cat', 'bla', '##ming', 'previous', 'administration', 'th', 'budget']","[101, 18525, 20292, 21455, 11404, 50952, 33989, 15450, 15018, 26751, 27875, 23139, 18046, 48334, 18120, 16821, 14778, 29263, 21455, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,2.0,0.0,2.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.3241329979565408,0.9966465586692055,0.48885795,0.5741235,0.08527828007936478,-5.0
