Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic,Language
20180240,,,N-4-2018,And I am sure that there will be some small brain washed mind who would still complain.,1,negative,anger,0,0,0,0,0
20180241,,20180240,N-4-2018,"As a matter of fact I am so happy with a two euro increase per week in my pension that I rushed to the shop and ordered a luxury yacht, booked a holiday in a luxury hotel in Dubai and have in mind to invest the rest in some shady jurisdiction to avoid paying tax!!!!!",1,negative,anger,0,1,0,0,0
20180242,,20180241,N-4-2018,Min jaf kemm il jott xtrajt meta f'25 sena ma hadt l-ebda zieda fil-penzjoni imma hadt zieda fit-taxxi.,1,neutral,sadness,0,1,0,1,1
20180243,,20180242,N-4-2018,"Ma nafx kemm għandek eta', ħabib, pero' aħjar taqra ftit storja qabel ma ċċaflas l-ideat tal-moħħ magħluq u ndottrinat li għandek. Bħall-istupidi soċjalisti kollha taħseb li x-xemx qatt ma telgħet qabel dal-qabda korrotti li hemm Kastilja telgħu fil-gvern. Hekk kienu jaħsbu meta kien prim ministru Mintoff imma wara li spiċċa dak il-ħmieġ, dħalna fl-Ewropa (u l-gvern tiegħek li ġġieled tant biex iħallina barra dejjem jiftaħar kemm ġab flus minn hemm!!!!!!!!), inbniet ekonomija b'saħħitha biex għandna l-Ewro, inbnew l-impjanti tar-reverse osmosis (li kieku ma kienux huma għadek tokrob bl-għatx u bin-nuqqas ta' ilma bħal fi żmiem Mintoff), inbena ajruport ġdid, fix-xena internazzjonali konna ngawdu isem tajjeb mhux marbut ma' xi kontijiet il-Panama, il-ħallelin spelulaturi tal-art ma kienux jiddettaw l-aġenda tal-gvern għax il-PN ta' dak iż-żmien (mhux t'issa, issa l-PN spiċċa wkoll) qatt ma biegħ ruħu għall-voti u qatt ma kien populista beċeru bħall-gvern li għandna issa. Meta kien hemm il-korrotti qatt ma kien il-prim ministru nnifsu!!!!!!!!! li deffenda lill-korrotti (min jaf għaliex???). Jekk trid nista' nkompli imma ma' min hu moħħu magħluq m'hemmx raġuni!",1,negative,disgust,0,0,1,1,2
20180244,,,N-4-2018,"If I give 1 euro or give 1000 euro, I still gave.",1,positive,joy,0,0,0,1,0
20180245,,,N-4-2018,U l-Merhla Qamet Tfahhar.... viva il-€1.75!,1,positive,surprise,0,1,0,0,1
20180246,,20180245,N-4-2018,"don't forget the agreement between the social partners not €1.75 but is €2.75 .
please note that kola mechanism in the same under gonzi and EFA so you are saying that was wrong !!",1,neutral,trust,0,0,1,0,0
20180247,,20180246,N-4-2018,*bleating intensifies*,1,negative,anger,0,1,0,1,0
20180248,,20180247,N-4-2018,Xi cuc irrid jitfacca b'kritika ta' din ix-xorta.,1,negative,disgust,0,0,0,1,1
20180249,,,N-4-2018,When someone ask about DPM Podium it's seem that yesterday Budget was very good,1,positive,joy,0,0,0,0,0
20180250,,,N-4-2018,"Thank you, Dr. Muscat and Profs Scicluna for giving us back some of our money and not taking more from us.
By the way, regarding the additional days off...the only ones giviing in that case are the employers, and employees who have to make up for it. No one else. Have a lovely trip to Dubai.",1,positive,trust,0,1,1,0,0
20180251,,,N-4-2018,"Delia ma'sab xejn fil-Budget tajjeb . Irid jistudja biex jghamel ahjar . Kif ma' jafx . Li hu HAZIN jaf, IMMA jekk tistaqsih fejn MA' JAFX .",1,negative,disgust,1,0,0,0,2
20180252,,,N-4-2018,"Dawn huma Budgets li dejjem saru skont x'jiflah il-Pajjiz. Gvern li mhux johrog saqqajh barra l-frix, bhalma kien isir u spiccajna li l-Budgets jghamluhomna ta' L-EU ghax lil PN kienu dahhluhom fl-' Excessive Deficit Procedures ' ghax kien jonfoq izjed milli kellu .",1,positive,trust,0,0,1,0,2
20180253,,20180074,N-1-2018,"He is genius, calm and not proud of himself . He keeps his feet on the ground and does not sees",1,positive,trust,0,0,1,1,0
20180254,,,N-5-2018,Well done Prime Minister and Minister Scicluna.,1,positive,joy,0,0,0,0,0
20180255,,,N-5-2018,And here am I still waiting to crash full speed ahead into a brick wall.,1,negative,anger,0,1,0,1,0
20180256,,20180255,N-5-2018,Out EGgRANT and in the Taliban,1,negative,sadness,1,0,0,1,0
20180257,,,N-5-2018,A dream come true...a budget without new taxes,1,positive,joy,0,0,0,0,0
20180258,,,N-5-2018,"That's a first, no tax increases at all, not even on alcohol and tobacco? They are giving and not taking from anywhere, impressive. ""Last year’s surplus was of over €100 million – a first in 35 years. ""  Very good,other countries would be very proud of such results.",1,positive,trust,0,0,1,0,0
20180259,,,N-6-2018,An weekly increase in pensions and a tax exemption as well!,1,positive,trust,0,0,0,0,0
20180260,,,N-6-2018,"Adrian, hi, qed tara fejn hu s-surplus !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,neutral,surprise,0,1,0,1,2
20180261,,,N-6-2018,A very good budget a good rise in all pensions and tax exemptions.WELL DONE MINISTER PROFS SCICLUNA.,1,positive,joy,0,0,0,0,0
20180263,,,N-6-2018,Wasal iz-zmien illi jiqassam il- 🍋 b'xejn,1,neutral,anticipation,0,1,0,1,1
20180264,,,N-6-2018,"“After a series of inter-ministerial meetings and talks with civil society, the ministry for equality will be establishing the first strategy and action plan for the integration of migrants living in Malta."" OPEN BORDERS! OPEN BORDERS! MALTA FOR EVERYONE!",1,positive,anticipation,0,0,0,0,0
20180265,,,N-6-2018,Water and electricity only seem to be mentioned when there are problems! I think the responsible entities need to be recognised for doing a good job despite increasing demand,1,positive,surprise,0,0,0,1,0
20180266,,20180265,N-6-2018,"Jien ilma tal-vit ma nixrobx ghax mhux tajjeb. L-ilma mhux ghal-loki u ghall-hasil biss qieghed. U jekk ma ndunajtx, forsi int ma ssuqx, il-maggoranza tat-toroq Maltin imzabba minhabba x-xoghol hazin li jsir meta 'jiswew' is-servizzi tal-ilma. Qabel ma jitqieghdu s-servizzi sewwa ma tistax tirranga t-toroq! Possibbli qatt ma ndunajt li triq b'wicc gdid wara ftit xhur tibda tara l-ewwel sinjali ta' purkerija ta' xoghol tal-WSC jew il-kuntratturi taghha? Il-prosit intih lil min jaf jaghmlu x-xoghol; wara kollox l-ilma mhux b'xejn u meta nhallas, nhallas ghall-ilma tajjeb u mhux ghal dak li ghandu toghma ta' medicina u chlorine u li lanqas ghat-tisqija mhu tajjeb ahseb u ara ghan-nies f'pajjiz suppost zviluppat!",1,negative,disgust,0,0,1,1,1
20180267,,,N-6-2018,"""The Microinvest grant offered by Malta Enterprise will increase from €30,000 to €50,000 for businesses based in Malta. It will go up to €70,000 for businesses based in Gozo, as well as those having a female majority shareholding. The scheme will be open to enterprises having up to 50 full-time employees."" Oh look, more sexist, unconstitutional behaviour from Labour. Receiving 20,000 less Euros just because of the way I was born!",1,negative,disgust,1,0,0,0,0
20180268,,20180267,N-6-2018,Ha ha ha Xi dwejjaq ghandek!!,1,negative,sadness,0,1,0,1,1
20180269,,,N-6-2018,Vera imdejjaq. Nixtieq fil-futur niftah business imma minhabba s-sess tieghi nircievi inqas ghajnuna. Imma milli jidher il-Labour OK bid-diskriminazzjoni jekk hi kontra l-irgiel.,1,negative,disgust,0,0,0,1,2
20180270,,20180267,N-6-2018,Qares l-gheneb,1,neutral,anger,0,1,0,1,1
20180271,,20180270,N-6-2018,"""Hahahaha, ara dan mahruq ghax hu diskriminat kontra habba s-sess tieghu!"" Labour partisans..",1,negative,disgust,1,0,0,1,2
20180272,,20180271,N-6-2018,Qares l-gheneb...mela tibza' mill-kompetizzjoni femminili,1,negative,disgust,1,0,0,1,1
20180273,,20180272,N-6-2018,"Ghala il-""kompetizzjoni femminili"" ghandha headstart ta 20,000 Euros fuqi?",1,negative,anger,0,0,0,0,2
20180274,,20180273,N-6-2018,B'daqshekk? Take the challenge.,1,neutral,anticipation,0,0,0,0,2
20180275,,20180274,N-6-2018,"Allahares kien bil-kontra. 20,000 Euros hajja jew mewt ghal business qed jibda. Ammetti li ma jista jaghmel xejn il-Labour li tghid kontra, lanqas jekk Muscat joqtollok il-qattus.",1,negative,anger,0,0,1,0,2
20180276,,20180275,N-6-2018,Jekk joqtolli l-qattus ihallas bil-forka,1,negative,anger,0,0,0,1,1
20180277,,,N-6-2018,Rumors says it's Tony Clocks behind this budget,1,neutral,joy,0,1,0,0,0
20180278,,,N-6-2018,Poplu batut gvern paxxut,1,negative,disgust,0,0,0,0,1
20180279,,20180278,N-6-2018,"PN batut, Poplu paxxut. Paxxut bi Gvern li taghna dak li l- Partit li tant ghandek ghal qalbek jew ma taghniex jew sahansitra hadilna.",1,positive,joy,0,0,0,1,1
20180280,,20180278,N-6-2018,Poplu paxxut lemonimmalemon mahruq. Irriduh u rriduh lil DeLiar irriduh,1,positive,joy,1,0,0,1,2
20180281,,20180280,N-6-2018,u tal Panama jixxalaw,1,negative,disgust,0,1,0,1,1
20180282,,20180281,N-6-2018,U verament tal-PaNama ghandhom xalata b' DeLiar. Xalata ta' dwejjaq. Diga' zelaq fin-niexef. Issa l-aqwa li gibna lura l-guru tad-deficits. Irriduh u rriduh lil DeLiar irriduh!,1,positive,joy,0,1,0,1,2
20180283,,20180282,N-6-2018,loqom ghal poplu,1,negative,disgust,0,0,0,1,1
20180284,,20180283,N-6-2018,Mhux ahjar mill-budget tal-guru tad-deficit,1,positive,trust,0,0,0,0,2
20180285,,20180284,N-6-2018,Aghmilna Europei flok arab,1,negative,sadness,0,0,0,1,1
20180286,,20180285,N-6-2018,Qieghed sew! Tony Clocks ghamlek Ewropew.,1,positive,anger,0,0,0,1,1
20180287,,20180286,N-6-2018,mhux siehbek zgur,1,negative,anger,1,0,1,1,1
20180288,,20180287,N-6-2018,Jew siehbek il-Bovril,1,negative,anger,1,0,0,1,1
20180289,,20180288,N-6-2018,jew egrant,1,negative,disgust,1,0,0,1,1
20180290,,20180289,N-6-2018,EGgRANT is out and in with the Taliban,1,negative,anger,1,0,0,1,0
20180291,,20180290,N-6-2018,shabek libjani,1,negative,anger,1,0,0,1,1
20180292,,20180291,N-6-2018,Dawk tal-PeNe. Sleep overs kienu jaghmlu. Kemm laqugh lil Ghaddafi meta kienu fil-gvern. U inti tibla' l-gidba tal-habbaziz,1,negative,disgust,0,0,0,1,2
20180293,,20180292,N-6-2018,le ghall Malta nord koreana,1,negative,anger,0,0,0,1,1
20180294,,20180293,N-6-2018,"Il-problema tal-PeNe u dan stat ta' fatt li ma jafux fejn hi N. Korea, u peress li l-edukazzjoni tieghek hija limitata 101Net zgur li ma tafx. Wara kollox Malta kienet N Korea mill-1999 sa 03/2013. Insomma 🍋 imma 🍋 wasalt ghal naqra mishun bil-lumi wara z-zliq fin-niexef tal-kapo bla grazzja DeLiar. Wara li xbajt tikteb kontrih min jaf kemm ser tghajjat...irridu u rriduh lil DeLiar irriduh...Kapo bil-fors ghax il-vot ma nitfghux.",1,negative,disgust,1,0,0,1,1
20180295,,20180294,N-6-2018,viva Malta Europea,1,positive,trust,0,0,0,1,1
20180296,,20180295,N-6-2018,Bhal li kieku Malta mhux ghomorha fl-Ewropa. Qed titfixkel il-kontinent Ewropew ma' l-UE. Ftakar li t-Turkija u r-Russja huma wkoll Ewropej.,1,neutral,anticipation,0,0,0,1,1
20180297,,20180296,N-6-2018,le turkija islamika fl-Unioni Europea. Viva Russia Europea. Viva Vladimir Putin,1,neutral,surprise,0,1,0,1,1
20180298,,20180297,N-6-2018,Mela qlibt xellugi estrem. Il-madonna ta' Tony clocks qed tibki.,1,negative,surprise,1,0,0,1,1
20180299,,20180298,N-6-2018,lanqas xejn,1,neutral,surprise,0,0,0,1,1
20180300,,20180299,N-6-2018,Serrahtli mohhi,1,neutral,joy,0,1,0,1,1
20180301,,20180300,N-6-2018,qed tara,1,neutral,trust,0,1,0,1,1
20180302,,,N-7-2018,Fiducja shiha fil-Profs Edward Scicluna,1,positive,trust,0,0,0,0,1
20180303,,,N-7-2018,"The best measures that will really impact long term health and wellbeing are ""Free one-year bus pass for all those aged between 16 and 20"" and ""Free school transport for all school children to be introduced from next scholastic year"". StilI, I wish the government would go further and introduce totally free public transport for all people under 30 years of age BUT forbid every body from driving private cars till at least age 25.
Moreover, cigarettes, vodka and high alcohol content drinks should be HEAVILY taxed and the tax money thus collected put towards constructing spacious, secure, clean, monitored and functional bus stop shelters and sheltered pedestrian pathways.",1,positive,anticipation,0,0,0,0,0
20180304,,,N-7-2018,SO FAR SO GREAT!!!,1,positive,joy,0,0,0,0,0
20180305,,,N-7-2018,It seems without any doubt that a party that handles its purse well is a better party to govern our lands. This is evidence from the results and a huge benefit to our treasury. This fact must always be kept in mind in your next election. The PL leadership and its party pay their bills on time and manage our treasury with the best results for all of Malta. More than three times our treasury rating has been improved by outside auditing agencies meaning that the ship of Malta is in good hands. Contrast that with a bankrupt PN party and a leader who is behind in his payments to the inland revenue..,1,positive,trust,0,0,0,0,0
20180306,,,N-7-2018,"It seems that what we are getting from the budget is an increase mineral, apart of course from the paltry cost of living.",1,negative,disgust,0,0,0,0,0
20180307,,20180306,N-7-2018,Oh shut UP and wait until the Budget is actually made public! Can't you even wait for THAT! Mur dur bil-barmil forsi thalsu d-dejn tal-Partit.,1,negative,anger,1,0,1,0,2
20180308,,20180306,N-7-2018,Forsi tkun tista' tixtri ftit lumi ohra ghat-taghsir.,1,negative,anger,0,1,0,1,1
20180309,,20180306,N-7-2018,"I suppose if one is so narrow minded as this CC, then one cannot comment better and more smelly shit than him.",1,negative,disgust,0,0,1,1,0
20180310,,,N-7-2018,Prof Scicluna's previous budgets have been very sensible but now the time is ripe for us to see some nice goodies such as a drastic reduction on the price of petrol & diesel and vehicle registration tax bringing it in line with most European countries.,1,neutral,anticipation,0,0,0,0,0
20180311,,20180310,N-7-2018,Should leave the taxes on cars and fuel as they are and focus any benefits on electric cars.,1,neutral,anticipation,0,0,0,0,0
20180312,,20180311,N-7-2018,"I am not entirely convinced on electric cars so far. I have driven one and its a decent drive, quite powerful and quiet but they need re-charging after only a few kilometres (i think 100) when petrol or diesel cars can do 500-700 kms. Also they are very expensive and the batteries packs which use thousands of standard 18650 cells (like in laptops) start losing their capacity after 4 or 5 years and a replacement costs anything from 900 euros upwards. Also acquiring materials used in battery production is not exactly environmentally friendly as is the disposal of the batteries once they are no longer in service.",1,neutral,fear,0,0,1,0,0
20180313,,,N-7-2018,Prosit komplu bix xoghol tajjeb.,1,positive,joy,0,0,0,0,1
20180314,,,N-7-2018,"What a farce!!! Scicluna is going to state a surplus, precisely what Mintoff did, when he strangled the population with his no spending!!! Tighten your belts was the slogan of the day. We could not even buy chocolate, if it wasn't black market!!! Now we have the same thing, this time round in exactly the same fashion!!! NO spend just save and we don't get new schools, no social housing, no better health facilities, no fuel reductions, poverty rising and the list goes on!!! And the majority idiots will say, ""see how good our joseph is, we have a surplus""!!! God what dummies!!!",1,negative,anger,0,0,1,0,0
20180315,,20180314,N-7-2018,"Well if you spend spend spend you end up without money and in a lot of debt, that actually reminds me of a certain Maltese political party.",1,neutral,anger,0,0,0,1,0
20180316,,20180315,N-7-2018,"It's very apparent you have no idea how governments work!!! America alone is about 12 trillion in debt and to the Chinese if you please!!! Debt is nothing as long as the economy is moving in the right direction!!! Debt is nothing as long as the economy is moving in the right direction!!! In case you don't know, our stupid government is borrowing so much, that the national debt is going threw to roof, but this they don't tell you!!!",1,negative,disgust,0,0,1,0,0
20180317,,20180316,N-7-2018,"Government debt can reduce private sector investment, economic growth, and employment. As well as contribute to higher rates of taxation. Yes I know how governments work, I also know when someone's head is in the sand.",1,negative,anger,1,0,0,0,0
20180318,,20180317,N-7-2018,"So why has this stupid government not invested??? No investment in schools, industry, housing!!! What's your argument!!!",1,negative,anger,0,0,1,0,0
20180319,,20180318,N-7-2018,So which country or planet are you living on?,1,neutral,disgust,0,1,0,1,0
20180320,,20180319,N-7-2018,"OH please don't compare the USA treasury with tiny Malta. The USA has more power to print money, because its currency is international currency. That means the USA dollar is the main reserve currency for most countries around the world. The USA has the highest GDP in percentage of all good and service produced in the world at 18 per cent, with china following behind by 17 per cent. The Chinese money is not a international reserve money yet. Over 60% of all countries (accounting for more than 70% of world GDP) use the US dollar as their anchor currency.",1,neutral,trust,0,0,1,1,0
20180321,,20180314,N-7-2018,What a frustrated person you are sir. Can't you see that we cannot spend our-self into oblivion. I suggest you go on a collection to easy the debt of your party. With your attitude they should be very pleased to see you coming with bags of money so that they have more good time spending it.,1,negative,disgust,1,0,1,1,0
20180322,,20180314,N-7-2018,"Please remember to confess your lies next time you go to church. Now try to come up with a sensible comment, I know it is difficult for you.",1,negative,disgust,1,0,0,1,0
20180323,,20180322,N-7-2018,It's obvious you're very dim so I won't waste my time!!! Go and watch your super one!!!,1,negative,disgust,0,0,1,1,0
20180324,,20180323,N-7-2018,"You mean,that you do not have an intelligent answer to my comment. Better watch super one then depress myself seeing the PN wallowing in doom and gloom. There's a good boy now. go and say a few prayers for your new leader. He needs all the help he can get.",1,negative,anger,1,0,0,1,0
20180325,,20180314,N-7-2018,"Int hekk mit-twelid? jew kont waqqajt u spiccajt kif Int? jekk il-maggoranza idjota int bniedem bla hobby, pensjonat iffrustrat imdejjaq bih innifsu. mhux ahjar tmur tigbor ewro biex thallsu d-dejn li hallejtu f'taxxi, bolol, Vat etc mhux twekka bihom Delia.",1,negative,anger,1,0,0,1,2
20180326,,20180325,N-7-2018,You're so immature I'm not even going to bother with you!!!,1,negative,disgust,0,0,1,1,0
20180327,,20180314,N-7-2018,"This administration is paying the multi-million debt on the new schools and the dismantled PS which were built by NP. Moreover this government obtained a €50m loan to build social housing for the pooor. As regards the health sector new University for doctors and Nurses, multi-miilion euro free cancer medicines, new health centre in Paola, new wards at Mater Dei etc, etc New Mental Health Hospital at Mater Dei, and the idiot keep asking Fejnu s-Surplus ?.. tghid mhux tal-Pieta'",1,positive,anger,1,0,0,0,2
20180328,,20180327,N-7-2018,Your so stupid it's incredible!!! Gonzi got 1.2 billion you idiot!!!,1,negative,anger,0,0,0,1,0
20180329,,20180328,N-7-2018,He got us 1.2 billion ......and spent 6 billion. Accounts favuluzi.,1,negative,disgust,0,1,0,1,0
20180330,,20180329,N-7-2018,Favoluz huwa l- gideb tieghek,1,negative,disgust,0,0,0,1,1
20180331,,20180328,N-7-2018,"If Gonzi as you said got 1.2 Millionn, then those finished up where your PN Party vanishing €26,000.000s assetts finished up where also Malta's €6000,000,000s Debt left by your corrupted np government eneded up also.",1,negative,disgust,1,0,0,1,0
20180332,,20180328,N-7-2018,"He did.....and over spent to the tune of a staggering €6Billion in the red! With Tonio Fenech as Minister of Finance did you expect any better? LOL Tonight, sit in front of the TV; listen and LEARN how a Country is run. Then GNASH your teeth and accept the realization that you will be living under an LP Government for YEARS and YEARS to come :-)",1,positive,joy,1,0,0,1,0
20180333,,20180332,N-7-2018,Go and watch your super one idiot and stay that way!!!,1,negative,disgust,1,0,0,1,0
20180334,,20180333,N-7-2018,LOL You IDIOTS had to watch ONE because your NET didn't even cover the COMEDY of the Election of simen's substitute; De Liar 😅😅😅,1,negative,disgust,1,0,1,1,0
20180335,,20180334,N-7-2018,Who cares about De Liars ceremony. I guess you did but I didn't dumbo!!!,1,negative,anger,0,0,1,1,0
20180336,,20180335,N-7-2018,You call everyone an idiot. I bet you say that even when YOU are in front of a mirror.,1,negative,anger,1,0,0,1,0
20180337,,20180336,N-7-2018,I.2 billion from Europe that josef fought so hard against joining.,1,negative,disgust,0,0,0,1,0
20180338,,20180336,N-7-2018,And they are making heyday with them.,1,positive,disgust,0,0,0,1,0
20180339,,20180338,N-7-2018,They're so stupid they don't even know to spend them!!!,1,negative,disgust,0,0,1,1,0
20180340,,20180339,N-7-2018,Then the PN were even more stupid for not hanging on to power so they can spend the money they say they got from the EU. Looks like Joseph was too clever for your beloved party and to this day you are still trying to play catch up.,1,negative,disgust,0,0,1,1,0
20180341,,20180314,N-7-2018,"Oh than leaving 6 billion debt is much, much better. Dummies are those who thought the PN would have ever solved the debt problems they left behind them.And those dummies are getting scarcer and scarcer every election.",1,negative,disgust,0,0,0,1,0
20180342,,20180314,N-7-2018,"Jiena mhux ghedkek biex ma tidhirx ghax 'kliemek' huwa ta stupidu? Meta tonfoq li ma ghandekx, mhux dejn se taghmel? U wara ma tridx tonfoq biex thallas l-interess fuq d-dejn? U xorta baqa li jithallas lura d-dejn li ghamilt 'in the first place'. Imma din s-somma semplici ma jriedux jitghalmuwa dawk l-imbecilli shabek. Hlief cuccati ma tghidx. Mur u sparixxi tridx!",1,negative,anger,0,0,1,1,2
20180343,,20180314,N-7-2018,Wow a psychic in our midst or do you have access to details no one else has?,1,negative,disgust,1,0,0,1,0
20180344,,20180343,N-7-2018,What details do you require Ms. know it all?!!!,1,negative,anger,0,0,0,1,0
20180345,,20180344,N-7-2018,Well it is obvious I know more than you about most things and it is obvious that's true of most people given your ridiculous ranting - the details were those you claimed to know and yet have not materialised,1,negative,disgust,0,0,1,1,0
20180346,,20180344,N-7-2018,I'm no know it all but I'm not the one claiming to know the contents of the budget BEFORE they are made public.,1,neutral,disgust,0,0,1,1,0
20180347,,20180314,N-7-2018,"comments like this confirm what people are telling you, GET A LIFE",1,negative,disgust,0,0,0,1,0
20180348,,20180347,N-7-2018,"Sorry dumbo, you're taking my line!!!",1,negative,anger,1,0,0,1,0
20180349,,20180348,N-7-2018,"ghid lil Dumbo itik it-tromba forsi tistrieh u tnehhi ftit mid-dwejjaq li ghandek, bniedem imdejjaq bih innifsu.",1,negative,disgust,1,0,0,1,1
20180350,,,N-8-2018,"Having a surplus translates to the country operated in an efficient manner economically, this is the first time in Malta's recent history where wages and pensions have gone up and not followed by a tax increase, let's hope it's the first of many such budgets.Its not like other governments where they give with one hand and take with the other. Many countries would be proud of a budget like this. If the country is run in an efficient way in the future expect more goodies,",1,positive,trust,0,0,1,0,0
20180351,,20180350,N-8-2018,Romka I can still remember when Gonzi gave an increase he always gave us pensioner half of it that skum,1,negative,anger,0,0,0,1,0
20180352,,20180351,N-8-2018,"Now people will expect similar budgets in the future, not like past ones where People got used to being short changed, a shrug of shoulders and get on with life. Hopefully this budget will lead to even better ones, one step at a time..",1,positive,trust,0,0,1,0,0
20180353,,20180351,N-8-2018,"You think you got more now dumbo, because you didn't!!!",1,negative,anger,1,0,1,0,0
20180354,,20180350,N-8-2018,"You can't expect anything if you got nothing!!! When will you people wake up!!! If your stupid government did not spend on new school's, social housing, industry, teachers and nurses, what did you get, oh and poverty is on the increase. Your such idiots!!!",1,negative,anger,0,0,1,0,0
20180355,,20180350,N-8-2018,"This is a prosperity budget, look what austerity leads to, see Greece and Spain with Catalonia wanting to break away, this is fueled by austerity from Madrid.This budget is one of giving, sure they could have given else where,but it's hard to please all, this is a budget which gave and took nothing in return. Expect future budgets to be more rewarding,that's what happens when the economy is run correctly.",1,positive,trust,0,0,0,0,0
20180356,,20180355,N-8-2018,"This is a bullshit budget made for the majority idiots to lap up!!! We got nothing!!! What did you get personally, nothing!!! Where are the new schools for our children, industry's, infrastructure, teachers, nurses, Air Malta and social housing, nowhere!!! The only thing going is buildings!!! What are you getting, Nothing!!!
Government borrowing is going through the roof, 1000 million!!!
We are looking like Greece everyday and you can't see it!!!",1,negative,anger,0,0,1,0,0
20180357,,20180356,N-8-2018,"Where to start? Infrastructure, this is on going, plus, €700 million, seven-year road project to begin in 2019. Air Malta, has recently been saved from going bankrupt, great idea to do low cost flights, recent actions will see""hopefully"" this company succeed. Social housing, 700 new places will be built, probably being built as we speak, credit is super cheap right now for the government,which they are wisely taking advantage of, borrowing is ok, you want to be seeing prosperity , growth, not high taxes and budget cuts. Healthcare, two new centres and refurbishment of old healthcare centres. All the above is to do with the industry, construction works provides jobs, cheap flights boom in tourism, great for that sector,it's endless growth.",1,positive,joy,0,0,1,0,0
20180358,,20180357,N-8-2018,"In four and a half years of nothing and we hear the same Bullshit every year!!! You're still so naive that you got nothing and you the dummy is still waiting!!! All the unions and opinionists all said the same thing, poor budget!!!
Your Joseph is a hustler and you the majority are the idiots lapping up his every word!!!",1,negative,disgust,0,0,0,0,0
20180359,,20180358,N-8-2018,"It's taken that long to recover from the old regime, now the economy is being run correctly, which brings in rewards, hence the reason we see a budget that gives and took nothing in return. If the situation improves, expect an even better budget next year.",1,positive,trust,0,0,0,0,0
20180360,,20180354,N-8-2018,"With all the harping by the government about the excess a lot more was expected. 
I felt sorry for the teachers that got nothing. Disgraceful!!!",1,negative,disgust,0,0,0,0,0
20180361,,20180360,N-8-2018,meta kien hemm il par idejn sodi qat ma zdidu il pagi il pensjonijiet kul budget kien kollu taxxi gholi tad dawl serq mit taxxi tal karrozi HU ibqa zgur li it teacher qed isijr sudju tiga qal li irried ikollom paga dicenti,1,positive,surprise,0,0,0,0,2
20180362,,20180360,N-8-2018,Your opinion on the new tops for Benna would be appreciated . Some things are important:).,1,neutral,surprise,0,1,0,1,0
20180363,,,N-8-2018,Saghtejn u nofs ihabbar il-gid bla ma habbar taxxa wahda.,1,positive,joy,0,0,1,0,1
20180364,,20180363,N-8-2018,Rubbish.,1,negative,disgust,0,0,0,0,0
20180365,,20180364,N-8-2018,That's right Ramon pn-ers have become rubbish - tearing at each other's throat. Enjoy your hellish predicament. Loser!!,1,negative,anger,1,0,0,1,0
20180366,,20180365,N-8-2018,Rubbish. ,1,negative,disgust,0,0,0,1,0
20180367,,20180366,N-8-2018,El desperado Heh Heh.,1,negative,disgust,1,0,0,1,3
20180368,,20180367,N-8-2018,jaqaw qijad rasek lisfel kieku minnek indur kontra forsi xi darba titkellem bissenss,1,negative,anger,0,1,0,1,1
20180369,,20180368,N-8-2018,Iehor id-dispratt.,1,negative,disgust,0,0,0,1,1
20180370,,20180366,N-8-2018,Ramon rubbish what your delia said . If you do not like living in Malta which I am very proud that we have our Joseph Muscat go to hell you fool rubbish skum like your delia,1,negative,anger,0,0,1,1,0
20180371,,20180370,N-8-2018,Hell is indeed probably a better place but I prefer to stick around and irritate idiots like you.,1,negative,disgust,1,0,0,1,0
20180372,,20180366,N-8-2018,True! Rubbish P ENNERS comments.,1,negative,disgust,1,0,0,1,0
20180373,,,N-8-2018,"Hahahahah what paltry rewards, 40-60 euro cheques, 3 euros increase for low income workers, 1.75 COLA adjustments. And yet the crises of social housing and the rental market have not yet been grabbed by the horns, just a white paper that can easily turn to nothing by MDA et al. What a failure.",1,negative,disgust,0,0,1,0,0
20180374,,20180373,N-8-2018,Extra cash is always welcome unlike extra taxes.,1,positive,anticipation,0,0,0,0,0
20180375,,20180374,N-8-2018,"Where is the extra cash going, In someone's pockets except the people's!!!",1,negative,disgust,0,0,0,0,0
20180376,,20180375,N-8-2018,Ask Tony clocks,1,neutral,anger,0,1,0,1,0
20180377,,20180373,N-8-2018,laqwa mahemmx taxxi jien zdit 7e fil gimgha ghax is sigarreti ma gholewx > tiftakru il PAR IDEJN SODI KIF KIEN SALLAB ILLOW INCOME WORKER lili seta ma tani xejn ukoll happy mhux bhalek ghax qed floppozizjoni twahlu fkollox hazin Taf xigralu sajmin il purtinar lanqas jider maghadu ghax kien jtkellem bhalek,1,positive,joy,0,0,1,0,2
20180378,,20180373,N-8-2018,"Il falliment ghamlu Delia li lanqas biss jaf il.prezz internazzjonali tal fuel gewwa l-EU.

X'wahda waqatu ghac cajt il gurnalista tal One",1,negative,disgust,0,0,0,1,2
20180379,,20180378,N-8-2018,thalluwomx jizvukaw ghax mhux il budget linkwiet lghandom imma li ghandom 20 sena ohra floppozizjoni,1,negative,disgust,1,0,0,1,2
20180380,,20180378,N-8-2018,Do you know what the international oil price is dumbo!°!!,1,negative,anger,1,0,0,0,0
20180381,,20180380,N-8-2018,"dumbo'???

Xi frustrazzjoni politika ghandek fuqek!!!",1,negative,disgust,0,0,0,1,1
